src,dst,messages_sent,messages_received,messages_total,contribution_index
hr05252619,hr05252619,2,2,4,0.0
hx9beh248listsf,hx9beh248listsf,1,1,2,0.0
illu_te,illu_te,1,1,2,0.0
jisuzon,jisuzon,1,1,2,0.0
johnbenjamin789,johnbenjamin789,1,1,2,0.0
junixskeptron,junixskeptron,1,1,2,0.0
kmoritz01,kmoritz01,1,1,2,0.0
markcityxo,markcityxo,1,1,2,0.0
maxakito_,merymerysnow6,0,1,1,-1.0
mehmetgekn1,mehmetgekn1,1,1,2,0.0
octavioaurbina,sepjaqui,0,1,1,-1.0
omarfar43783268,omarfar43783268,1,1,2,0.0
oogaboo91779693,oogaboo91779693,1,1,2,0.0
qkground,qkground,3,3,6,0.0
realangrypete,bradmillscan,1,0,1,1.0
realkripto,realkripto,1,1,2,0.0
sadhingaming,sadhingaming,1,1,2,0.0
sakallivitalik,sakallivitalik,6,6,12,0.0
shitamysays_,d_delphinidae,1,0,1,1.0
sircryptokami,sircryptokami,2,2,4,0.0
sniperxbt,sniperxbt,2,2,4,0.0
syifaekaeka,syifaekaeka,1,1,2,0.0
toni_m123456789,toni_m123456789,1,1,2,0.0
tonitr83,tonitr83,2,2,4,0.0
traderdeja_wu,traderdeja_wu,1,1,2,0.0
trias_warrior,trias_warrior,1,1,2,0.0
zoomboom22,zoomboom22,1,1,2,0.0
1tx9u0hrivybr7m,1tx9u0hrivybr7m,1,1,2,0.0
acrossthecurve,acrossthecurve,1,1,2,0.0
akr82521,akr82521,2,2,4,0.0
amgorm16,amgorm16,1,1,2,0.0
arslannawaz01,arslannawaz01,1,1,2,0.0
bananacustom,bananacustom,1,1,2,0.0
bellbrand,babylionsclub,0,1,1,-1.0
buuddha77,buuddha77,1,1,2,0.0
chirag24576,chirag24576,1,1,2,0.0
coudronmattias,rico_mx2020,1,0,1,1.0
crypt0_gorilla,crypt0_gorilla,2,2,4,0.0
crypt0ninja,crypt0ninja,1,1,2,0.0
cryptopresis,texasholtom,1,1,2,0.0
eatingthedip,alfobijoe,1,0,1,1.0
eksiogluit,eksiogluit,1,1,2,0.0
ekteldet,ekteldet,2,2,4,0.0
emretemirkaya03,emretemirkaya03,3,3,6,0.0
etin07914280,etin07914280,1,1,2,0.0
euslainteach,euslainteach,1,1,2,0.0
fabiogomesfon,fabiogomesfon,1,1,2,0.0
fatha92__ry,fatha92__ry,1,1,2,0.0
goldget888,goldget888,1,1,2,0.0
gregoryblanca,gregoryblanca,1,1,2,0.0
gypsyesra,gypsyesra,1,1,2,0.0
isoocityx,isoocityx,1,1,2,0.0
j0hnwang,benjaminsimon97,1,1,2,0.0
jernimodaz3,jernimodaz3,1,1,2,0.0
leonardocallue4,leonardocallue4,1,1,2,0.0
llombartf,llombartf,1,1,2,0.0
metagaming_zone,metagaming_zone,1,1,2,0.0
myildirim03030,myildirim03030,1,1,2,0.0
nguyencuongqb68,nguyencuongqb68,1,1,2,0.0
pmprouk,pmprouk,1,1,2,0.0
rewkang,j0hnwang,0,1,1,-1.0
ruangrongam,ruangrongam,1,1,2,0.0
sanelesqueleton,0rstk,0,1,1,-1.0
stockwa60818438,stockwa60818438,1,1,2,0.0
syeliixgbxxn,syeliixgbxxn,1,1,2,0.0
tathagatosarka2,tathagatosarka2,1,1,2,0.0
tomo51840633,tomo51840633,1,1,2,0.0
waelchialison,waelchialison,1,1,2,0.0
xelilbilgc,xelilbilgc,1,1,2,0.0
21_millie_btc,21_millie_btc,10,10,20,0.0
alanra__,__joaconiepel,1,0,1,1.0
altun_serkan,altun_serkan,1,1,2,0.0
alwtwat99,alwtwat99,1,1,2,0.0
chan28919524,chan28919524,1,1,2,0.0
cheeryttee,cheeryttee,1,1,2,0.0
clideprod,clideprod,1,1,2,0.0
cryptoguyyyyyy,cryptoguyyyyyy,1,1,2,0.0
cryptorat8,cryptorat8,1,1,2,0.0
cryptoyuna,the_readingape,1,1,2,0.0
cyptojane,cyptojane,2,2,4,0.0
dndcityx_win33,dndcityx_win33,1,1,2,0.0
el_farawayland,scartagena_btc,0,1,1,-1.0
emresaglamtr,emresaglamtr,1,1,2,0.0
fleeboyjetson1,prettykeli,1,0,1,1.0
gujccrfsmkol,gujccrfsmkol,1,1,2,0.0
hnkt1986,hnkt1986,1,1,2,0.0
ikeda1001977,ikeda1001977,1,1,2,0.0
ikuymenang,ikuymenang,1,1,2,0.0
imashasarasi,imashasarasi,1,1,2,0.0
jaap_boon,jaap_boon,2,2,4,0.0
joepliss,joepliss,1,1,2,0.0
luoisnant,luoisnant,1,1,2,0.0
michael06517291,michael06517291,1,1,2,0.0
mommynina11618,mommynina11618,1,1,2,0.0
monkpunkz,monkpunkz,1,1,2,0.0
moon46057472,moon46057472,1,1,2,0.0
nekko_sidejob,nekko_sidejob,2,2,4,0.0
newyearsbigwin,newyearsbigwin,1,1,2,0.0
nhendrikn,nhendrikn,1,1,2,0.0
nifo400,15socl,1,0,1,1.0
p987654321ja,p987654321ja,1,1,2,0.0
paulohe32558504,paulohe32558504,2,2,4,0.0
pherinta1,pherinta1,1,1,2,0.0
ramatut1,ramatut1,1,1,2,0.0
reimilyy,nueajan,0,1,1,-1.0
rexmund79778895,rexmund79778895,1,1,2,0.0
rocketupcrypto,rocketupcrypto,2,2,4,0.0
sendgod_,sendgod_,1,1,2,0.0
thelonewolf288,thelonewolf288,1,1,2,0.0
torogoz1937,torogoz1937,1,1,2,0.0
vivekvarshney01,vivekvarshney01,1,1,2,0.0
wintocs,wintocs,1,1,2,0.0
xira6063,xira6063,1,1,2,0.0
0xrhydd,0xrhydd,1,1,2,0.0
adrin36039003,adrin36039003,2,2,4,0.0
anayetbabu72,anayetbabu72,1,1,2,0.0
armando51145162,armando51145162,1,1,2,0.0
arrowhy1,arrowhy1,1,1,2,0.0
aybekturdalyew,aybekturdalyew,1,1,2,0.0
biholder_,biholder_,1,1,2,0.0
chemicaze1,chemicaze1,1,1,2,0.0
cilaysamanc,cilaysamanc,1,1,2,0.0
coinselor1,coinselor1,1,1,2,0.0
crypto_anarchy_,crypto_anarchy_,1,1,2,0.0
cryptoagun,cryptoagun,2,2,4,0.0
d61703079,d61703079,1,1,2,0.0
dazzlebigwin,dazzlebigwin,1,1,2,0.0
dieselonkel,dieselonkel,1,1,2,0.0
emre31431521,emre31431521,1,1,2,0.0
hodl247,hodl247,1,1,2,0.0
iamnight13,iamnight13,1,1,2,0.0
javad73481624,javad73481624,1,1,2,0.0
jhonny_nava,jhonny_nava,1,1,2,0.0
jinsuxx,jinsuxx,1,1,2,0.0
kriptauw,kriptauw,1,1,2,0.0
luckybigwinplss,luckybigwinplss,1,1,2,0.0
mahill1996,kintsugi_btc,1,0,1,1.0
marowizdom,theromanhodler,0,1,1,-1.0
masanakasiko1,masanakasiko1,1,1,2,0.0
maxitaly_69,maxitaly_69,1,1,2,0.0
mehmet12880629,mehmet12880629,1,1,2,0.0
mrgolde67221989,mrgolde67221989,1,1,2,0.0
mz_spiff,_habidiz,0,1,1,-1.0
ozgurkus07,ozgurkus07,1,1,2,0.0
paulohe32558504,brenodinizrn,1,0,1,1.0
peachpita,peachpita,1,1,2,0.0
ppkdo_1908,ppkdo_1908,1,1,2,0.0
robertcmf,robertcmf,1,1,2,0.0
samifinance,samifinance,1,1,2,0.0
sayakamaru1107,namidacompany,0,1,1,-1.0
sirinmiskin,sirinmiskin,2,2,4,0.0
slashbin_fr,slashbin_fr,1,1,2,0.0
spico86,spico86,1,1,2,0.0
sumitp_crypto,sumitp_crypto,1,1,2,0.0
sunnyaceman,sunnyaceman,1,1,2,0.0
tako_eth,tako_eth,1,1,2,0.0
tappy1236,tappy1236,4,4,8,0.0
winkkorg777,winkkorg777,1,1,2,0.0
al3shg15,al3shg15,1,1,2,0.0
alkhanisuro,alkhanisuro,1,1,2,0.0
arles_rmb,arles_rmb,1,1,2,0.0
atillaerdal632,atillaerdal632,1,1,2,0.0
benyami23133852,benyami23133852,1,1,2,0.0
buffalogame420,buffalogame420,1,1,2,0.0
bymdj,bymdj,1,1,2,0.0
caqsdosbqacenip,caqsdosbqacenip,1,1,2,0.0
datafl0ws,datafl0ws,2,2,4,0.0
daybigwiin,daybigwiin,1,1,2,0.0
e95075265,e95075265,1,1,2,0.0
emrena6615,emrena6615,1,1,2,0.0
ertugcengiz,ertugcengiz,1,1,2,0.0
eth_allen,littlerocksnft,1,1,2,0.0
frankgold22,frankgold22,2,2,4,0.0
harapanjayapo,harapanjayapo,1,1,2,0.0
hidekool48,hidekool48,1,1,2,0.0
ilker38106275,ilker38106275,1,1,2,0.0
insomfx,dilutionproof,2,0,2,1.0
iwill_slapyou,iwill_slapyou,1,1,2,0.0
jaihocrypto,jaihocrypto,1,1,2,0.0
jaycrypto12,jaycrypto12,1,1,2,0.0
jtmooten,jtmooten,1,1,2,0.0
juls_bllrd,juls_bllrd,1,1,2,0.0
kendinetrader11,kendinetrader11,1,1,2,0.0
kiaraspendlove,kiaraspendlove,1,1,2,0.0
manuelchiletara,manuelchiletara,1,1,2,0.0
mehmett34492126,mehmett34492126,1,1,2,0.0
mewmewzzh,mewmewzzh,1,1,2,0.0
mikedrop67,mikedrop67,1,1,2,0.0
mirusenyodegesu,mirusenyodegesu,1,1,2,0.0
mmiuiki933,mmiuiki933,2,2,4,0.0
mso8_crypto,mso8_crypto,1,1,2,0.0
muhammet_arli,muhammet_arli,1,1,2,0.0
muratanverdi5,muratanverdi5,1,1,2,0.0
nabellea3,nabellea3,1,1,2,0.0
nikoalb90,thinkinggreeks,1,0,1,1.0
nmool1,nmool1,1,1,2,0.0
nunya17762021,nunya17762021,3,3,6,0.0
rocky69xx,rocky69xx,1,1,2,0.0
tictoctick,smakegreen,1,1,2,0.0
valentinmihov,valentinmihov,4,4,8,0.0
weetrolls,weetrolls,1,1,2,0.0
322mimi,322mimi,1,1,2,0.0
andrewdemarco69,andrewdemarco69,1,1,2,0.0
badr87292420,badr87292420,1,1,2,0.0
beierdwayne,beierdwayne,1,1,2,0.0
biladerim0,biladerim0,1,1,2,0.0
cristmasbigwin,cristmasbigwin,1,1,2,0.0
crypsiart,mx12levins,0,1,1,-1.0
crypto_pr13st,crypto_pr13st,1,1,2,0.0
cryptowild0,cryptowild0,1,1,2,0.0
enevrashko,enevrashko,1,1,2,0.0
feiwino,feiwino,1,1,2,0.0
foundcrypto,rameshmsy,0,1,1,-1.0
hekinserkan,hekinserkan,2,2,4,0.0
huge088,huge088,1,1,2,0.0
ikranggi2,ikranggi2,2,2,4,0.0
innocentazonho1,innocentazonho1,1,1,2,0.0
iotdevnet_dave,iotdevnet_dave,1,1,2,0.0
itssaurabhpatil,itssaurabhpatil,1,1,2,0.0
kaydohs,davidsmith557,0,1,1,-1.0
kodakchain,kodakchain,1,1,2,0.0
lokesh051995,lokesh051995,2,2,4,0.0
makifsancak,makifsancak,1,1,2,0.0
maxitaly_69,pescarese73,1,0,1,1.0
memethasantufan,westside2pac2,0,1,1,-1.0
mermaofelix,maxakito_,0,1,1,-1.0
mfturna,mfturna,2,2,4,0.0
mohad57080564,mohad57080564,1,1,2,0.0
multicoincharts,multicoincharts,1,1,2,0.0
nftvintage,nftvintage,1,1,2,0.0
nu4l683gbko2xyu,nu4l683gbko2xyu,1,1,2,0.0
ofbosphorus,ofbosphorus,1,1,2,0.0
omgimabagel,omgimabagel,2,2,4,0.0
onthisjanuary,onthisjanuary,1,1,2,0.0
rk27816645,rk27816645,2,2,4,0.0
rohanzyy,hromko3,0,1,1,-1.0
saud_alsuwailem,saud_alsuwailem,1,1,2,0.0
sertapkahveci1,sertapkahveci1,1,1,2,0.0
sig1010sig,sig1010sig,2,2,4,0.0
silenttleo,silenttleo,1,1,2,0.0
szlsby,szlsby,1,1,2,0.0
ten3pochi3,ten3pochi3,1,1,2,0.0
thatsredpanda,thatsredpanda,2,2,4,0.0
valontoken,kuhakuichijou,0,1,1,-1.0
x_mvf_x,theyrdgz,1,0,1,1.0
3dskyy,3dskyy,1,1,2,0.0
_habidiz,mz_spiff,1,0,1,1.0
agussulaeman_15,agussulaeman_15,1,1,2,0.0
ahmadfata13,ahmadfata13,1,1,2,0.0
auvancham,auvancham,1,1,2,0.0
berkinakaydin,berkinakaydin,1,1,2,0.0
bratsnft,bratsnft,1,1,2,0.0
bxsptmn_,bxsptmn_,12,12,24,0.0
chandra31321209,chandra31321209,1,1,2,0.0
cryptowinto,schattenlnr,1,0,1,1.0
deathbat_eth,deathbat_eth,4,4,8,0.0
eos_bullish,eos_bullish,1,1,2,0.0
fida364,fida364,1,1,2,0.0
furuyan0307,furuyan0307,2,2,4,0.0
iammrgreen83,iammrgreen83,1,1,2,0.0
in4thebacon,in4thebacon,1,1,2,0.0
j0jg9oagypappbl,j0jg9oagypappbl,2,2,4,0.0
jaim3gonzal3s,jaim3gonzal3s,1,1,2,0.0
kaydohs,ecrisiofx,1,0,1,1.0
kmrs4000,kmrs4000,1,1,2,0.0
lmjdbb,lmjdbb,1,1,2,0.0
luayylaghoir,luayylaghoir,3,3,6,0.0
mevltbl37589699,mevltbl37589699,1,1,2,0.0
mreviaditya,mreviaditya,11,11,22,0.0
mswmeida,mswmeida,1,1,2,0.0
neqqaoff,neqqaoff,1,1,2,0.0
nprn_777,nprn_777,1,1,2,0.0
pa0_0ppa,pa0_0ppa,1,1,2,0.0
pop_tky,pop_tky,1,1,2,0.0
rdvan71197323,rdvan71197323,1,1,2,0.0
rembodubeskku,rembodubeskku,1,1,2,0.0
sauleabilova,sauleabilova,1,1,2,0.0
selimyusuf20,selimyusuf20,2,2,4,0.0
shivrajpsharma,shivrajpsharma,1,1,2,0.0
shy5oo,sllmo9,1,0,1,1.0
slowmist_team,slowmist_team,1,1,2,0.0
summercocktail,summercocktail,1,1,2,0.0
thefinancer,thefinancer,1,1,2,0.0
verosoto711,verosoto711,1,1,2,0.0
winengsihwiwi1,winengsihwiwi1,1,1,2,0.0
x_mvf_x,x_mvf_x,1,1,2,0.0
zeyzey92719,zeyzey92719,1,1,2,0.0
0xsol1d,0xsol1d,1,1,2,0.0
8wqigh20ibdtwrs,8wqigh20ibdtwrs,1,1,2,0.0
ameeeethystluck,ameeeethystluck,1,1,2,0.0
bigwinmissufex7,bigwinmissufex7,1,1,2,0.0
bizcryptbay,jeroencrypto10,1,0,1,1.0
can_arjen,can_arjen,1,1,2,0.0
caylakogrencii,caylakogrencii,3,3,6,0.0
chunazk,chunazk,1,1,2,0.0
craigyoun1,craigyoun1,2,2,4,0.0
crashiusclay69,alfobijoe,0,4,4,-1.0
decityx77,decityx77,1,1,2,0.0
euphoricdust_,euphoricdust_,1,1,2,0.0
excwed,excwed,1,1,2,0.0
ger_head,ger_head,1,1,2,0.0
gloominsunday,gloominsunday,1,1,2,0.0
guilleezy,guilleezy,1,1,2,0.0
hermilviera,hermilviera,1,1,2,0.0
icilikthebtc,icilikthebtc,1,1,2,0.0
itsdigitaloil,itsdigitaloil,1,1,2,0.0
itsyulez,itsyulez,2,2,4,0.0
j0hnwang,j0hnwang,1,1,2,0.0
kpcryptowhale,kpcryptowhale,1,1,2,0.0
kriptoacemi1,kriptoacemi1,1,1,2,0.0
manjares_jazzy,manjares_jazzy,1,1,2,0.0
mdkuzhnsn859ivl,mdkuzhnsn859ivl,2,2,4,0.0
memoria_eth,memoria_eth,2,2,4,0.0
okankall,okankall,1,1,2,0.0
riocityyx,riocityyx,1,1,2,0.0
saudalotaibi53,saudalotaibi53,1,1,2,0.0
sboyle,sboyle,1,1,2,0.0
shounays,shounays,1,1,2,0.0
simplyheres,unique2609,0,1,1,-1.0
sinan07795494,sinan07795494,1,1,2,0.0
spoonofzeke,wagerwireusa,0,1,1,-1.0
talalalgannam,talalalgannam,1,1,2,0.0
terralunadaily,mr_unluckyboy,0,1,1,-1.0
tzr8,tzr8,1,1,2,0.0
vipderen1,vipderen1,2,2,4,0.0
vykzb0nesdngkt9,vykzb0nesdngkt9,1,1,2,0.0
xfade2blanx,xfade2blanx,1,1,2,0.0
ziaurra34423158,ziaurra34423158,1,1,2,0.0
13_yolagempita,13_yolagempita,1,1,2,0.0
abdelazem666,abdelazem666,1,1,2,0.0
ajrmose,ajrmose,1,1,2,0.0
alphakonstant,shuttlejim,1,0,1,1.0
angelramos_503,angelramos_503,1,1,2,0.0
ankarasivas2121,nycryptoyoshi,1,0,1,1.0
bnbpay,harkama48590918,0,1,1,-1.0
buckwildpk,buckwildpk,1,1,2,0.0
bushraaliahmed2,kemo_bala,0,1,1,-1.0
chanxzhx,chanxzhx,1,1,2,0.0
charleshodl,charleshodl,1,1,2,0.0
cryptofuture_11,cryptofuture_11,2,2,4,0.0
cryptoh_btc,cryptoh_btc,1,1,2,0.0
crypton98,crypton98,1,1,2,0.0
cryptoozr,cryptoozr,1,1,2,0.0
cumbzz,cumbzz,1,1,2,0.0
dinah_oyogho,dinah_oyogho,2,2,4,0.0
djo_per,djo_per,1,1,2,0.0
dorinvesting,whcspp,0,1,1,-1.0
etiennenguett,etiennenguett,1,1,2,0.0
fatihkekliktr,fatihkekliktr,1,1,2,0.0
gleichnerpaul,gleichnerpaul,1,1,2,0.0
halilyuksel408,halilyuksel408,1,1,2,0.0
hassang00428014,hassang00428014,1,1,2,0.0
hiroshige0304,hiroshige0304,1,1,2,0.0
im_stillcute,im_stillcute,1,1,2,0.0
iqmalnaufal,attorneyseal1,1,0,1,1.0
itsmejr31,itsmejr31,1,1,2,0.0
kadirddz,yasintr40556014,0,1,1,-1.0
latifmovar,latifmovar,1,1,2,0.0
mellow_pink12,mellow_pink12,1,1,2,0.0
nareshbeniwal02,nareshbeniwal02,1,1,2,0.0
nastygreen_,nastygreen_,1,1,2,0.0
ojimauwin,ojimauwin,1,1,2,0.0
ony_ur,ony_ur,1,1,2,0.0
pbosm,pbosm,2,2,4,0.0
relife1024,relife1024,1,1,2,0.0
sakarmstfa,sakarmstfa,1,1,2,0.0
stephenstonking,stephenstonking,2,2,4,0.0
stwg_626,stwg_626,2,2,4,0.0
texasholtom,texasholtom,1,1,2,0.0
unicrocodile,unicrocodile,1,1,2,0.0
yuklidean,yuklidean,1,1,2,0.0
0xframsynt,0xsmith,1,0,1,1.0
1004wins,1004wins,1,1,2,0.0
adesiderocrypto,aytekno2,0,1,1,-1.0
ahmetemre1995,ahmetemre1995,2,2,4,0.0
akimenko_alla,akimenko_alla,1,1,2,0.0
araguatamanaco,araguatamanaco,1,1,2,0.0
asadfactor,asadfactor,3,3,6,0.0
bettercallluna,bettercallluna,1,1,2,0.0
bigcoinpge,bigcoinpge,1,1,2,0.0
bossr6t,bossr6t,2,2,4,0.0
dangbigy,pengumpulusd,1,0,1,1.0
darkcan553,darkcan553,1,1,2,0.0
devrim_123123,devrim_123123,2,2,4,0.0
dreamkollab,lesterpaints,0,1,1,-1.0
dungkhanh123,dungkhanh123,1,1,2,0.0
gajendar_kohli,gajendar_kohli,1,1,2,0.0
gemistics,gemistics,1,1,2,0.0
gunsandroses007,gunsandroses007,1,1,2,0.0
ilaybakrcolu1,ilaybakrcolu1,1,1,2,0.0
jlaemcityx,jlaemcityx,1,1,2,0.0
juanjolucas10,juanjolucas10,1,1,2,0.0
kaisama981,kaisama981,1,1,2,0.0
kateyol359,kateyol359,1,1,2,0.0
kmitashi,kmitashi,1,1,2,0.0
makpunye,makpunye,2,2,4,0.0
marcinzytka,marcinzytka,1,1,2,0.0
mason_jappaa,mason_jappaa,22,22,44,0.0
mdkabir3092020,mdkabir3092020,1,1,2,0.0
oremishemre,oremishemre,1,1,2,0.0
pablojogabriel,pablojogabriel,1,1,2,0.0
rawijaya111,rawijaya111,1,1,2,0.0
ropii69,ropii69,1,1,2,0.0
schulzzy,schulzzy,1,1,2,0.0
seoextent,seoextent,1,1,2,0.0
sergfynd,sergfynd,1,1,2,0.0
sikhthe10thgate,sikhthe10thgate,1,1,2,0.0
sonohigurashi2,sonohigurashi2,1,1,2,0.0
tatula42,tatula42,1,1,2,0.0
vhinsxz0,vhinsxz0,1,1,2,0.0
wladt3n34,wladt3n34,1,1,2,0.0
yasinkaya1995,yasinkaya1995,1,1,2,0.0
17designhn9,17designhn9,3,3,6,0.0
alfobijoe,sevii_tr,1,0,1,1.0
alperafsar,alperafsar,1,1,2,0.0
arjayto61925721,arjayto61925721,1,1,2,0.0
bassegona,bassegona,1,1,2,0.0
blackswanhex,blackswanhex,1,1,2,0.0
budi54n7050,budi54n7050,1,1,2,0.0
deochris749,deochris749,1,1,2,0.0
dhr73633880,dhr73633880,2,2,4,0.0
diehard812,diehard812,1,1,2,0.0
doge_619,doge_619,13,13,26,0.0
erayylm77619944,erayylm77619944,1,1,2,0.0
erhansemiz56,erhansemiz56,1,1,2,0.0
freebitco,bobuhekaterina,0,1,1,-1.0
goriorio_bigwin,goriorio_bigwin,1,1,2,0.0
hisahisavns,hisahisavns,1,1,2,0.0
hoop65_thegreat,hoop65_thegreat,1,1,2,0.0
jeevandhaliwal4,jeevandhaliwal4,1,1,2,0.0
jordanmartel10,jordanmartel10,1,1,2,0.0
lvallahmuhammad,lvallahmuhammad,1,1,2,0.0
mecilay,mecilay,1,1,2,0.0
metin1905_37,metin1905_37,1,1,2,0.0
nioxistyreumink,nioxistyreumink,1,1,2,0.0
ntwistedd,ntwistedd,1,1,2,0.0
omidoo9,omidoo9,2,2,4,0.0
phsjoo,phsjoo,1,1,2,0.0
pickchs,pickchs,1,1,2,0.0
premmalav4,mohan4504,1,0,1,1.0
raretoshi,raretoshi,1,1,2,0.0
realnano3,realnano3,1,1,2,0.0
ricardoae,jwweatherman_,1,0,1,1.0
sasallhakk,dawnbro17751885,2,0,2,1.0
shihiroca,shihiroca,7,7,14,0.0
smartterrylee,smartterrylee,1,1,2,0.0
some_rw78,some_rw78,1,1,2,0.0
tedikusx,tedikusx,1,1,2,0.0
the_ritters,cryptodrugg,1,0,1,1.0
tumajirka,tumajirka,1,1,2,0.0
xiaoqi37879140,xiaoqi37879140,1,1,2,0.0
yelsalimehmet,yelsalimehmet,1,1,2,0.0
1011ap4,meyssopotamia,1,0,1,1.0
alfobijoe,dasminto_eth,3,0,3,1.0
aliay03508518,aliay03508518,1,1,2,0.0
bahadirdaldaban,bahadirdaldaban,1,1,2,0.0
brandst7,brandst7,1,1,2,0.0
chad_abu2,chad_abu2,1,1,2,0.0
cnx_xstation,cnx_xstation,1,1,2,0.0
coinvolvo,coinvolvo,1,1,2,0.0
dari_0226,dari_0226,1,1,2,0.0
dcg_r,dcg_r,2,2,4,0.0
dhfeathers,dhfeathers,1,1,2,0.0
dongpengg,dongpengg,1,1,2,0.0
ecriptodani,ecriptodani,1,1,2,0.0
egletijnipaz7tq,egletijnipaz7tq,1,1,2,0.0
emenikeemmanue6,emenikeemmanue6,1,1,2,0.0
fat32_eth,babylionsclub,1,1,2,0.0
football_460,football_460,2,2,4,0.0
graysonlauff,graysonlauff,1,1,2,0.0
hariskoum,hariskoum,1,1,2,0.0
hotepwario,hotepwario,1,1,2,0.0
jeffskiboy,jeffskiboy,1,1,2,0.0
k0_tam,k0_tam,3,3,6,0.0
kjunkyu8,kjunkyu8,1,1,2,0.0
luckysihir,luckysihir,1,1,2,0.0
mag_btc,mag_btc,5,5,10,0.0
manuelpolavieja,manuelpolavieja,2,2,4,0.0
marylanda42,marylanda42,1,1,2,0.0
nancripto,thatonechampion,1,0,1,1.0
nguyenb06249385,nguyenb06249385,1,1,2,0.0
nikky_aa,nikky_aa,2,2,4,0.0
pafupafu6262,pafupafu6262,2,2,4,0.0
roseluvvin,roseluvvin,1,1,2,0.0
rvnmktman1,rvnmktman1,2,2,4,0.0
simpleminingio,simpleminingio,1,1,2,0.0
takusanfight,takusanfight,1,1,2,0.0
the_1ronhead,the_1ronhead,1,1,2,0.0
thvycityx,thvycityx,1,1,2,0.0
uivudti7e3jfaey,uivudti7e3jfaey,1,1,2,0.0
vernaba32147608,vernaba32147608,1,1,2,0.0
yoshiefuruhashi,yoshiefuruhashi,1,1,2,0.0
youngezer,youngezer,1,1,2,0.0
anbsabl,anbsabl,1,1,2,0.0
baby60661,baby60661,1,1,2,0.0
bbimboula,bbimboula,1,1,2,0.0
bloodsncrypts,dardio03,0,1,1,-1.0
buibaotoan2807,buibaotoan2807,3,3,6,0.0
c0intakip07,c0intakip07,1,1,2,0.0
cryptokingz399,cryptokingz399,1,1,2,0.0
cryptozany,cryptozany,1,1,2,0.0
donalva7,donalva7,1,1,2,0.0
efemuratalemda6,efemuratalemda6,1,1,2,0.0
free2021644,free2021644,1,1,2,0.0
golunag53911614,golunag53911614,5,5,10,0.0
guidekk,lunaleonis,1,0,1,1.0
hanamaruline,hanamaruline,1,1,2,0.0
hex_myth,hex_myth,1,1,2,0.0
hgmywuubjnq1vuk,hgmywuubjnq1vuk,1,1,2,0.0
hilmi_savas,hilmi_savas,2,2,4,0.0
iota_crypto,iota_crypto,1,1,2,0.0
kjamoney,kjamoney,2,2,4,0.0
makemine5,makemine5,1,1,2,0.0
maslowt,maslowt,1,1,2,0.0
melonngguk,melonngguk,1,1,2,0.0
muneerinho,muneerinho,2,2,4,0.0
musagumus07,musagumus07,1,1,2,0.0
mvvr1ck,mvvr1ck,1,1,2,0.0
orenj0e,lvallahmuhammad,0,1,1,-1.0
pythonwealth,bellbellning,0,1,1,-1.0
realwillybot,realwillybot,1,1,2,0.0
rondell_hund,rondell_hund,1,1,2,0.0
rvnmktman1,mangofarmassets,1,0,1,1.0
sans_nacho,cryptopollss,1,0,1,1.0
satoshidisco,satoshidisco,1,1,2,0.0
selamizkn,selamizkn,1,1,2,0.0
soyeon19910916,soyeon19910916,3,3,6,0.0
thegreenstriker,thegreenstriker,4,4,8,0.0
tolgamaydin83,tolgamaydin83,1,1,2,0.0
tomszafran,tomszafran,1,1,2,0.0
vinodku09637272,vinodku09637272,1,1,2,0.0
vrwhale,vrwhale,1,1,2,0.0
welcome2cryp,welcome2cryp,1,1,2,0.0
yuki_iwase2,yuki_iwase2,1,1,2,0.0
1941swim,1941swim,1,1,2,0.0
740000eyup,740000eyup,2,2,4,0.0
akiosuzuki05,gianni52693835,1,0,1,1.0
andrewstayshia,andrewstayshia,1,1,2,0.0
andrii98810724,andrii98810724,1,1,2,0.0
ayqhq7ndsgpor44,ayqhq7ndsgpor44,1,1,2,0.0
bmtkripto,bmtkripto,3,3,6,0.0
cfatih97,cfatih97,1,1,2,0.0
crofflelyx,crofflelyx,1,1,2,0.0
cryptoalert10,cryptoalert10,1,1,2,0.0
dahlaacapex,dahlaacapex,1,1,2,0.0
dewasiom21,dewasiom21,1,1,2,0.0
efrahim25,efrahim25,1,1,2,0.0
erdiyess,erdiyess,1,1,2,0.0
facu_quiles,facu_quiles,1,1,2,0.0
giannis_an34,1011ap4,0,1,1,-1.0
ibdgarxjmsvtxvo,ibdgarxjmsvtxvo,1,1,2,0.0
ismailhakki6006,ismailhakki6006,1,1,2,0.0
jacktheoiler,cryptohamm,0,1,1,-1.0
k_nbina,k_nbina,1,1,2,0.0
keenancollins18,keenancollins18,2,2,4,0.0
kke88312243,kke88312243,1,1,2,0.0
kriptoowin,kriptoowin,1,1,2,0.0
lmauvignant,lmauvignant,3,3,6,0.0
lockinprofits1,lockinprofits1,1,1,2,0.0
markgoodw_in,markgoodw_in,2,2,4,0.0
mypreciousphixo,mypreciousphixo,1,1,2,0.0
namiperona,namiperona,2,2,4,0.0
oliverbruce,oliverbruce,1,1,2,0.0
onursoguk2,onursoguk2,1,1,2,0.0
osmangazi3535,osmangazi3535,1,1,2,0.0
roosinantee,roosinantee,1,1,2,0.0
sangeethcrypto,crypto100jesus,1,0,1,1.0
saykhan,saykhan,1,1,2,0.0
skripsikeakntl,skripsikeakntl,1,1,2,0.0
suzonhossainku,suzonhossainku,1,1,2,0.0
