src,dst,messages_sent,messages_received,messages_total,contribution_index
tyrabitcoin,tyrabitcoin,1,1,2,0.0
upalupai,upalupai,1,1,2,0.0
xeno456496901,xeno456496901,1,1,2,0.0
yasintr40556014,yasintr40556014,1,1,2,0.0
zainroy786,zainroy786,1,1,2,0.0
akramrony71,akramrony71,1,1,2,0.0
bbaymurad,bbaymurad,1,1,2,0.0
binance_goo,binance_goo,1,1,2,0.0
cagdisibiadam,cagdisibiadam,1,1,2,0.0
cenit11,cenit11,1,1,2,0.0
chardonquillian,chardonquillian,1,1,2,0.0
cing_cho11,cing_cho11,1,1,2,0.0
coroco0,coroco0,1,1,2,0.0
denzadesu,denzadesu,1,1,2,0.0
eternalethereth,eternalethereth,1,1,2,0.0
fatih28342,fatih28342,1,1,2,0.0
fayyiecityx,fayyiecityx,1,1,2,0.0
ganesha94235321,ganesha94235321,1,1,2,0.0
gerholdleticia,gerholdleticia,1,1,2,0.0
getbrendanjames,getbrendanjames,1,1,2,0.0
ghostprecog,ghostprecog,1,1,2,0.0
goldpicker1,goldpicker1,1,1,2,0.0
henssrry,henssrry,1,1,2,0.0
hepkapani,hepkapani,1,1,2,0.0
hope3in,therichwhale,3,0,3,1.0
kai3no,kai3no,1,1,2,0.0
kerrymcook,kerrymcook,1,1,2,0.0
kurbanlikcoin,kurbanlikcoin,1,1,2,0.0
longhornbuffalo,longhornbuffalo,1,1,2,0.0
muratkeskinol18,muratkeskinol18,1,1,2,0.0
neiyeoca1033exj,neiyeoca1033exj,2,2,4,0.0
niko_reniers_,niko_reniers_,1,1,2,0.0
radek14135786,radek14135786,2,2,4,0.0
saeid6063,saeid6063,1,1,2,0.0
sanjeev06758513,sanjeev06758513,1,1,2,0.0
shahed244,shahed244,1,1,2,0.0
smakegreen,tictoctick,1,1,2,0.0
srkoyluoglu,srkoyluoglu,1,1,2,0.0
subterfugia,subterfugia,1,1,2,0.0
tangleswape,maximilien_iota,0,1,1,-1.0
thuyle72,thuyle72,1,1,2,0.0
tsua____,tsua____,1,1,2,0.0
victorbelango,victorbelango,1,1,2,0.0
wandersonmh,wandersonmh,1,1,2,0.0
xgnsr006,xgnsr006,1,1,2,0.0
yagmura66340250,yagmura66340250,1,1,2,0.0
yeipi_22,yeipi_22,1,1,2,0.0
3rdjanuary2009,3rdjanuary2009,1,1,2,0.0
altfukyomama,felizbrokemas,2,3,5,-0.2
andrnun38288325,andrnun38288325,1,1,2,0.0
bahrambateniyeh,bahrambateniyeh,1,1,2,0.0
broketoker87,broketoker87,1,1,2,0.0
btarkay,btarkay,1,1,2,0.0
caramellaa73,caramellaa73,1,1,2,0.0
cryptofun78,cryptofun78,1,1,2,0.0
daorangearmy,daorangearmy,2,2,4,0.0
dayronpro1,dayronpro1,1,1,2,0.0
de1530,de1530,1,1,2,0.0
digitalhaozi,digitalhaozi,1,1,2,0.0
emmanuelagunbi4,emmanuelagunbi4,1,1,2,0.0
f__aj090,f__aj090,1,1,2,0.0
filipecancela,filipecancela,1,1,2,0.0
flashyflashycom,m1__eth,0,1,1,-1.0
ghostprecog,crashiusclay69,1,0,1,1.0
komuradam33,komuradam33,1,1,2,0.0
llaav_,llaav_,1,1,2,0.0
luckiessjeong,luckiessjeong,1,1,2,0.0
marcin41133715,marcin41133715,1,1,2,0.0
mervenu96838718,mervenu96838718,1,1,2,0.0
mir_btc,mir_btc,4,4,8,0.0
miyuyuaki,miyuyuaki,1,1,2,0.0
myracgl8ma,myracgl8ma,1,1,2,0.0
nekonecnik,nekonecnik,2,2,4,0.0
nosaj0418,nosaj0418,1,1,2,0.0
preaw_pie,preaw_pie,1,1,2,0.0
quartzbunnie,quartzbunnie,1,1,2,0.0
ramanoblond,ramanoblond,1,1,2,0.0
rossa774,rossa774,1,1,2,0.0
schattenlnr,k3njilnr,0,1,1,-1.0
schattenlnr,schattenlnr,1,1,2,0.0
sushilsharmasm1,sushilsharmasm1,1,1,2,0.0
thaets3,thaets3,1,1,2,0.0
thalji10,thalji10,1,1,2,0.0
themateverse,dejen_art,1,0,1,1.0
tyspectives,nftaficionado,1,0,1,1.0
wat_bcg,wat_bcg,2,2,4,0.0
yasuyasu1223,yasuyasu1223,3,3,6,0.0
alp32630183,alp32630183,1,1,2,0.0
alpifer08,alpifer08,1,1,2,0.0
bedavahesap21,bedavahesap21,1,1,2,0.0
bitvalue3,bitvalue3,2,2,4,0.0
boobsysquit,boobsysquit,1,1,2,0.0
btc_guide,btc_guide,6,6,12,0.0
btc_stock,btc_stock,5,5,10,0.0
ceja53,shy5oo,0,1,1,-1.0
chillainmela,chillainmela,1,1,2,0.0
cryptoflink,manouk988,0,1,1,-1.0
dafi_community,zeddcrypto,0,1,1,-1.0
damnsohot3,oskar19137965,0,1,1,-1.0
e_motivesrl,e_motivesrl,1,1,2,0.0
eatingthedip,eatingthedip,1,1,2,0.0
hemafyro,hemafyro,1,1,2,0.0
hudirudi,hudirudi,1,1,2,0.0
ibratiger1,ibratiger1,2,2,4,0.0
j1989w123,topkaiki,1,0,1,1.0
jbond29566,jbond29566,1,1,2,0.0
karthic56095244,karthic56095244,1,1,2,0.0
kevin79780236,kevin79780236,1,1,2,0.0
kriptosonnymd,kriptosonnymd,1,1,2,0.0
krpo251,krpo251,1,1,2,0.0
kyulwincityx,kyulwincityx,1,1,2,0.0
lllnnnnnns,lllnnnnnns,1,1,2,0.0
machilda78mori,machilda78mori,1,1,2,0.0
maden_gg,maden_gg,1,1,2,0.0
markgoodw_in,btc_bernoulli,1,0,1,1.0
mr_forbes02,mr_forbes02,1,1,2,0.0
philosphusregem,philosphusregem,1,1,2,0.0
poyrazogo,poyrazogo,1,1,2,0.0
qucvn84437906,uquidcard,1,0,1,1.0
sajithampi34,sajithampi34,1,1,2,0.0
simulkh35858430,simulkh35858430,1,1,2,0.0
slaluwincityx,slaluwincityx,1,1,2,0.0
slikpappi,slikpappi,1,1,2,0.0
smashmaker_nkk,smashmaker_nkk,1,1,2,0.0
soyelme20397523,soyelme20397523,1,1,2,0.0
tkt3187,tkt3187,1,1,2,0.0
traderake,traderake,1,1,2,0.0
treenation,vanlinh50558353,0,1,1,-1.0
1way_xrp,1way_xrp,1,1,2,0.0
aliko41716660,aliko41716660,1,1,2,0.0
b0bcrypto,b0bcrypto,2,2,4,0.0
b0bcrypto,ohhrizk,0,1,1,-1.0
bitcoingirl4,bitcoingirl4,1,1,2,0.0
bitcornchad,bitcornchad,1,1,2,0.0
bomfha_nft,guidekk,0,1,1,-1.0
boran_zade,boran_zade,1,1,2,0.0
btc_kongming,btc_kongming,3,3,6,0.0
damiandoncic,damiandoncic,1,1,2,0.0
darwindyman,darwindyman,2,2,4,0.0
dreamverse_life,x_mvf_x,0,1,1,-1.0
ebsaday1,ebsaday1,2,2,4,0.0
electro_sueh,electro_sueh,1,1,2,0.0
esmelihakan,esmelihakan,1,1,2,0.0
eystil,eystil,1,1,2,0.0
freebitco,mianbilal_6699,0,1,1,-1.0
frk1997,frk1997,1,1,2,0.0
gneokur7,gneokur7,1,1,2,0.0
hromko3,hromko3,2,2,4,0.0
imgeakayd,imgeakayd,1,1,2,0.0
jedooo1,muhtdi__,0,1,1,-1.0
kirwe12,kirwe12,1,1,2,0.0
kisshaoazuke,kisshaoazuke,1,1,2,0.0
kr_swmn,kr_swmn,1,1,2,0.0
liangxinglin888,liangxinglin888,1,1,2,0.0
machiko_missufe,machiko_missufe,1,1,2,0.0
man1cryptoman,man1cryptoman,1,1,2,0.0
mateusmazzioni,mateusmazzioni,1,1,2,0.0
mehtttk,mehtttk,3,3,6,0.0
moonlandpeople,moonlandpeople,1,1,2,0.0
npcaustralia,npcaustralia,1,1,2,0.0
pascal_anselmoz,pascal_anselmoz,1,1,2,0.0
pingpin86283709,pingpin86283709,1,1,2,0.0
ricardokrypto,phantommedalli1,0,1,1,-1.0
rikaa425,rikaa425,2,2,4,0.0
shakeel62887379,shakeel62887379,1,1,2,0.0
shino28592728,shino28592728,2,2,4,0.0
xrpislander_bh,xrpislander_bh,1,1,2,0.0
yhrw80,mikekelly85,1,0,1,1.0
zubairk01281563,zubairk01281563,1,1,2,0.0
1rg7f7cracsyaca,1rg7f7cracsyaca,1,1,2,0.0
7masterofpain7,7masterofpain7,1,1,2,0.0
achdel34,achdel34,1,1,2,0.0
aymehime,aymehime,1,1,2,0.0
bitdaya,supesuonna,0,1,1,-1.0
brayandres71,brayandres71,1,1,2,0.0
btc_bh,mjumeh,1,0,1,1.0
ceywick,ceywick,2,2,4,0.0
cyber_gorillas,paggss,0,1,1,-1.0
dauphiney3,dauphiney3,1,1,2,0.0
ddkcdkc,ddkcdkc,1,1,2,0.0
decemberrich,decemberrich,1,1,2,0.0
dhruv7t,dhruv7t,1,1,2,0.0
drolem_kunmi,drolem_kunmi,1,1,2,0.0
ecarg_gnizama,ecarg_gnizama,1,1,2,0.0
enesultan,enesultan,1,1,2,0.0
fibonacho6,fibonacho6,1,1,2,0.0
gb05635769,gb05635769,1,1,2,0.0
gzde52999378,gzde52999378,1,1,2,0.0
itsairplanejane,itsairplanejane,1,1,2,0.0
jack_ry06,jack_ry06,1,1,2,0.0
likhon03054447,likhon03054447,1,1,2,0.0
malek65718184,malek65718184,1,1,2,0.0
merymerysnow6,maxakito_,1,0,1,1.0
nurgunawan15,nurgunawan15,1,1,2,0.0
nycryptoyoshi,kriptoveli11,0,1,1,-1.0
omarsalameh95,omarsalameh95,1,1,2,0.0
pcymarkwiin,pcymarkwiin,1,1,2,0.0
richard41573687,richard41573687,1,1,2,0.0
robin68438572,rony569569,1,0,1,1.0
s_a_m_i_k_h_a_n,s_a_m_i_k_h_a_n,1,1,2,0.0
salmanb11447732,salmanb11447732,1,1,2,0.0
saser0101,rubeen05,0,1,1,-1.0
shocoa0731,shocoa0731,1,1,2,0.0
tae3442,tae3442,1,1,2,0.0
traderhankhill,nichieescoban,0,1,1,-1.0
travel_pretty,travel_pretty,2,2,4,0.0
vicath__,vicath__,1,1,2,0.0
yricca1,yricca1,1,1,2,0.0
yukiyojaemcityx,yukiyojaemcityx,1,1,2,0.0
affanlucky786,affanlucky786,1,1,2,0.0
akalimylove,akalimylove,1,1,2,0.0
alireza0285,alireza0285,2,2,4,0.0
asurazoma,asurazoma,1,1,2,0.0
bigwincityxx88,bigwincityxx88,1,1,2,0.0
btc_taku,btc_taku,1,1,2,0.0
callmebrian69,callmebrian69,1,1,2,0.0
cigsafterwin,cigsafterwin,1,1,2,0.0
ciloyan,1011ap4,0,1,1,-1.0
ctrl_cmd_ejt,ctrl_cmd_ejt,1,1,2,0.0
dekohiroshi2004,dekohiroshi2004,2,2,4,0.0
dnyadny15580955,dnyadny15580955,1,1,2,0.0
esesliyy,secopd,2,0,2,1.0
gabriel22ionut,gabriel22ionut,1,1,2,0.0
hoanganhtran02,hoanganhtran02,1,1,2,0.0
iellamabanprepu,iellamabanprepu,1,1,2,0.0
jaemnyin,jaemnyin,1,1,2,0.0
jayromoon,jayromoon,1,1,2,0.0
johnnat97091369,johnnat97091369,1,1,2,0.0
juanblanco201,juanblanco201,1,1,2,0.0
kaj50136142,kaj50136142,1,1,2,0.0
krst_ss,krst_ss,1,1,2,0.0
lazaroc,lazaroc,1,1,2,0.0
melekwechristi1,melekwechristi1,1,1,2,0.0
metrokatz,metrokatz,1,1,2,0.0
mutiarapubg,mutiarapubg,1,1,2,0.0
ozkal75,ozkal75,1,1,2,0.0
rasimel23879207,rasimel23879207,1,1,2,0.0
rbi,anshil_da,0,1,1,-1.0
robbie47017082,robbie47017082,1,1,2,0.0
robin68438572,robin68438572,2,2,4,0.0
sayeddorrah,sayeddorrah,1,1,2,0.0
takewithalcohol,takewithalcohol,1,1,2,0.0
thomas_quinlan,thomas_quinlan,1,1,2,0.0
ttlinkie3299,ttlinkie3299,1,1,2,0.0
umeshch23341212,umeshch23341212,1,1,2,0.0
victorosimhen9,unitedredss1,0,1,1,-1.0
whcspp,dorinvesting,1,0,1,1.0
wynhy688,wynhy688,6,6,12,0.0
yusaturk,yusaturk,1,1,2,0.0
1supportteam,1supportteam,1,1,2,0.0
a7mad70118365,a7mad70118365,1,1,2,0.0
alan_sophie159,alan_sophie159,1,1,2,0.0
alfobijoe,alfobijoe,4,4,8,0.0
alpike_ar,alpike_ar,1,1,2,0.0
babylionsclub,babylionsclub,1,1,2,0.0
bangothegreat,bangothegreat,1,1,2,0.0
baranya99703456,baranya99703456,1,1,2,0.0
batlng0071,batlng0071,1,1,2,0.0
bitvolt7,sasallhakk,0,1,1,-1.0
csoylukan,csoylukan,1,1,2,0.0
daiske41271179,daiske41271179,2,2,4,0.0
diamondhandbtc,diamondhandbtc,4,4,8,0.0
falcfalcao1,falcfalcao1,1,1,2,0.0
gnnurzdoan3,gnnurzdoan3,1,1,2,0.0
gokhangunesygt,gokhangunesygt,1,1,2,0.0
iqmalnaufal,iqmalnaufal,1,1,2,0.0
joonascrypto,joonascrypto,1,1,2,0.0
kipasse,kipasse,1,1,2,0.0
kotokitty_k,kotokitty_k,2,2,4,0.0
ktine011,ktine011,1,1,2,0.0
ldoraloglu,ldoraloglu,1,1,2,0.0
lm99999999,lm99999999,1,1,2,0.0
mas_karimkhanii,hoseinnzri_1997,0,1,1,-1.0
mebigwinner,mebigwinner,1,1,2,0.0
msbtq6,msbtq6,1,1,2,0.0
musi60021556,musi60021556,1,1,2,0.0
mutluclkn,mutluclkn,1,1,2,0.0
nezofinance,nezofinance,1,1,2,0.0
ohhrizk,b0bcrypto,1,0,1,1.0
ouzakso01930056,ouzakso01930056,2,2,4,0.0
p_leeder,p_leeder,1,1,2,0.0
palakmidha12,palakmidha12,1,1,2,0.0
parkplacecrypto,parkplacecrypto,1,1,2,0.0
ragnarlothbr972,ragnarlothbr972,1,1,2,0.0
raretoshi,rizzlingnft,0,1,1,-1.0
rsoles7,rsoles7,1,1,2,0.0
sevnaz,sevnaz,1,1,2,0.0
swedishbadman,swedishbadman,1,1,2,0.0
tamircollector,tamircollector,1,1,2,0.0
tiggerpanda1,tiggerpanda1,1,1,2,0.0
v22385,v22385,1,1,2,0.0
0rstk,0rstk,3,3,6,0.0
333tezclub,_bitcoin_pirate,1,0,1,1.0
aspkcrypto,aspkcrypto,2,2,4,0.0
chocomintxy,chocomintxy,1,1,2,0.0
cholleyrice,cholleyrice,1,1,2,0.0
condetberkarya,condetberkarya,1,1,2,0.0
cryptolife_01,cryptolife_01,1,1,2,0.0
ctt2jimmie,ctt2jimmie,1,1,2,0.0
decembermissuf3,decembermissuf3,1,1,2,0.0
elmithykerax,elmithykerax,1,1,2,0.0
gardenvarietyzz,gardenvarietyzz,1,1,2,0.0
hope3in,bitfarmsnetwork,1,0,1,1.0
i_y_a_t_a_n,i_y_a_t_a_n,1,1,2,0.0
ibehsuccess2,enochuwa20,1,0,1,1.0
johnluis12gwdg,johnluis12gwdg,1,1,2,0.0
jstcoco,jstcoco,1,1,2,0.0
kevin83052493,kevin83052493,1,1,2,0.0
maryna_baranova,maryna_baranova,1,1,2,0.0
maxz_si,maxz_si,2,2,4,0.0
medanimem,medanimem,6,6,12,0.0
mr_unluckyboy,terralunadaily,1,0,1,1.0
onewinners_1,onewinners_1,2,2,4,0.0
prime_notorious,prime_notorious,1,1,2,0.0
riego_tkkcityx,riego_tkkcityx,2,2,4,0.0
schuyleroyc3,schuyleroyc3,1,1,2,0.0
sekh777,sekh777,1,1,2,0.0
sepjaqui,sepjaqui,1,1,2,0.0
spec_0p,spec_0p,1,1,2,0.0
speculatemoore,speculatemoore,1,1,2,0.0
tomosibi1228,tomosibi1228,1,1,2,0.0
tonddarr,tonddarr,1,1,2,0.0
traderrtraderr,traderrtraderr,1,1,2,0.0
tropicyaya555,tropicyaya555,1,1,2,0.0
unal9999,unal9999,1,1,2,0.0
user_fecebook,user_fecebook,1,1,2,0.0
vkontizas,vkontizas,1,1,2,0.0
westside2pac2,westside2pac2,1,1,2,0.0
whale_hanson,whale_hanson,1,1,2,0.0
yki_sukabumi,yki_sukabumi,1,1,2,0.0
ylmazolgun13,ylmazolgun13,1,1,2,0.0
0xkwyn,0xkwyn,1,1,2,0.0
47dafworld,47dafworld,1,1,2,0.0
518_the,518_the,1,1,2,0.0
5sm1pd0szcpvnir,5sm1pd0szcpvnir,1,1,2,0.0
_jaemxyyang,_jaemxyyang,1,1,2,0.0
arqjoseangelgg,arqjoseangelgg,1,1,2,0.0
bijoy57601213,bijoy57601213,1,1,2,0.0
bitcoindefi_eu1,bitcoindefi_eu1,1,1,2,0.0
cameronpalmer19,cameronpalmer19,2,2,4,0.0
christofanning,christofanning,2,2,4,0.0
daa_ber,daa_ber,1,1,2,0.0
davidwi39760094,davidwi39760094,1,1,2,0.0
demirkesenersen,demirkesenersen,1,1,2,0.0
dratesbear,dratesbear,1,1,2,0.0
fl3xyl,fl3xyl,1,1,2,0.0
goldpersonana,goldpersonana,1,1,2,0.0
holmanhouston1,holmanhouston1,1,1,2,0.0
i3poqomobx,i3poqomobx,1,1,2,0.0
ideaconnect2,ideaconnect2,1,1,2,0.0
johnmcc01571023,johnmcc01571023,1,1,2,0.0
kloppenklein,kloppenklein,1,1,2,0.0
laquandaodonn18,laquandaodonn18,1,1,2,0.0
m40196661,m40196661,2,2,4,0.0
mdsknmdskn1,mdsknmdskn1,2,2,4,0.0
mitchel31542927,mitchel31542927,1,1,2,0.0
modl_hodi,modl_hodi,1,1,2,0.0
mostafa12892869,mostafa12892869,1,1,2,0.0
mx12levins,vizique,1,0,1,1.0
my00072,my00072,1,1,2,0.0
nespe12,nespe12,1,1,2,0.0
oldcodger101,oldcodger101,1,1,2,0.0
omer_rvz,omer_rvz,1,1,2,0.0
peterscottmorg1,peterscottmorg1,1,1,2,0.0
pjbbtc,pjbbtc,1,1,2,0.0
sapy70070107,sapy70070107,1,1,2,0.0
sayid8964,hujintao4real,1,0,1,1.0
seongwonieee,seongwonieee,1,1,2,0.0
shengqingquan,shengqingquan,1,1,2,0.0
sllmo9,shy5oo,0,1,1,-1.0
syedasa14667900,syedasa14667900,1,1,2,0.0
tungz69,tungz69,1,1,2,0.0
adanqaisrani,adanqaisrani,1,1,2,0.0
ahmetfigen1,ahmetfigen1,1,1,2,0.0
amslebrun,lbripsncrypt,1,0,1,1.0
auki81,auki81,1,1,2,0.0
aussieeeeeee,aussieeeeeee,1,1,2,0.0
bigwin_sih,bigwin_sih,1,1,2,0.0
durmazlida,durmazlida,1,1,2,0.0
edipakkurt,edipakkurt,1,1,2,0.0
emin_ekmen,emin_ekmen,1,1,2,0.0
ethereumcokucuz,ethereumcokucuz,1,1,2,0.0
fatihvar5555,fatihvar5555,1,1,2,0.0
grabbike17,grabbike17,1,1,2,0.0
hakuzitu_zero,hakuzitu_zero,1,1,2,0.0
hariinibigwin,hariinibigwin,1,1,2,0.0
hktntpl,hktntpl,1,1,2,0.0
its11ok11,its11ok11,1,1,2,0.0
jgjkui,jgjkui,1,1,2,0.0
jjiecityx,jjiecityx,1,1,2,0.0
katanhun,katanhun,1,1,2,0.0
martin_almenar,martin_almenar,3,3,6,0.0
melvin10662718,melvin10662718,1,1,2,0.0
muratalikripto1,muratalikripto1,1,1,2,0.0
nixssiiimp,nixssiiimp,1,1,2,0.0
ozaslancaner,ozaslancaner,1,1,2,0.0
pengumpulusd,dangbigy,0,1,1,-1.0
pinetreescent,pinetreescent,1,1,2,0.0
prcekkaja,prcekkaja,1,1,2,0.0
rajukum45129452,rajukum45129452,1,1,2,0.0
reyesthegod,reyesthegod,1,1,2,0.0
rxphx4l,rxphx4l,1,1,2,0.0
staciislip,staciislip,1,1,2,0.0
stu_oldman,stu_oldman,1,1,2,0.0
thearti39097790,gldslvbtc,1,0,1,1.0
thefrostyace,thefrostyace,1,1,2,0.0
ufuksayin6,ufuksayin6,1,1,2,0.0
vlada682,vlada682,1,1,2,0.0
vycente_,vycente_,1,1,2,0.0
wano065,wano065,1,1,2,0.0
yasinyildizyy,yasinyildizyy,1,1,2,0.0
z4ku__,z4ku__,3,3,6,0.0
zenov_btc,yki_sukabumi,1,0,1,1.0
zo6fggjxr8zel9t,zo6fggjxr8zel9t,1,1,2,0.0
3ox82,3ox82,2,2,4,0.0
akunwangibunga,akunwangibunga,1,1,2,0.0
ali12936107,ali12936107,1,1,2,0.0
beauchampclint,beauchampclint,1,1,2,0.0
btc_altcoin34,ethereumcokucuz,1,0,1,1.0
canharko,canharko,1,1,2,0.0
cofflejoo,cofflejoo,1,1,2,0.0
cryptoseatibiza,cryptoseatibiza,1,1,2,0.0
diyfzrxeqed7uqw,diyfzrxeqed7uqw,3,3,6,0.0
eugenio_valenti,eugenio_valenti,1,1,2,0.0
githubjake09,githubjake09,1,1,2,0.0
guidekk,nanslate,1,0,1,1.0
i2hvmp5jgkl7rew,i2hvmp5jgkl7rew,1,1,2,0.0
ibrahim42039719,eren_202020,1,0,1,1.0
ichieofonitsha,ichieofonitsha,1,1,2,0.0
kinan_hamud,kinan_hamud,1,1,2,0.0
krisssttty,krisssttty,1,1,2,0.0
leepaynesnake,leepaynesnake,2,2,4,0.0
martyn_lockhart,martyn_lockhart,1,1,2,0.0
md86354139,md86354139,3,3,6,0.0
mesha1_26,1kasssab,1,0,1,1.0
mtd7855,mtd7855,1,1,2,0.0
namepoliceone1,namepoliceone1,1,1,2,0.0
offixial_rachi,offixial_rachi,1,1,2,0.0
paggss,paggss,1,1,2,0.0
peteokeefe4,peteokeefe4,1,1,2,0.0
pradinrich,pradinrich,1,1,2,0.0
red1gfx,cryptobardestin,0,1,1,-1.0
riconico0123,riconico0123,1,1,2,0.0
rotayildiz,rotayildiz,1,1,2,0.0
ryuniques,ryuniques,1,1,2,0.0
sameuli11605981,sameuli11605981,1,1,2,0.0
seanmaguire1973,seanmaguire1973,2,2,4,0.0
serenko20,serenko20,1,1,2,0.0
thee_situation_,thee_situation_,1,1,2,0.0
trades_true,trades_true,1,1,2,0.0
twiceis92543999,twiceis92543999,1,1,2,0.0
uk19071,uk19071,1,1,2,0.0
wmf776759,wmf776759,2,2,4,0.0
0rbis25,0rbis25,1,1,2,0.0
ahmetgizli07,ahmetgizli07,1,1,2,0.0
armaganyiit1,armaganyiit1,1,1,2,0.0
brain_eta,brain_eta,1,1,2,0.0
camdal_funda,camdal_funda,1,1,2,0.0
chimissufee,chimissufee,1,1,2,0.0
cjsodirty,cjsodirty,1,1,2,0.0
dicod1956,dicod1956,3,3,6,0.0
dileradan,dileradan,1,1,2,0.0
dofysdof,dofysdof,1,1,2,0.0
douglasvlc,douglasvlc,1,1,2,0.0
drawing_sean,drawing_sean,2,2,4,0.0
ethemyavuz10,ethemyavuz10,1,1,2,0.0
freebitco,asadsab30213871,0,1,1,-1.0
harkama48590918,bnbpay,1,0,1,1.0
jensoftiebigwin,jensoftiebigwin,1,1,2,0.0
katerina27272,katerina27272,2,2,4,0.0
kazu88006896,kazu88006896,1,1,2,0.0
kr1jsbeulah,kr1jsbeulah,1,1,2,0.0
kumiiita,kumiiita,2,2,4,0.0
lynnettewigmore,lynnettewigmore,1,1,2,0.0
mstf66_66_66,mstf66_66_66,1,1,2,0.0
muhammedkemer14,muhammedkemer14,1,1,2,0.0
mumurakun1,mumurakun1,7,7,14,0.0
omaima94211140,omaima94211140,5,5,10,0.0
pixelkittenfts,pixelkittenfts,1,1,2,0.0
pyaepyae24,pyaepyae24,1,1,2,0.0
rashel56495010,rashel56495010,2,2,4,0.0
senologras2,senologras2,2,2,4,0.0
sinhvien22,sinhvien22,1,1,2,0.0
ssamet60,ssamet60,1,1,2,0.0
thecryptoborg,thecryptoborg,1,1,2,0.0
tokuchan7,tokuchan7,1,1,2,0.0
ustanakka1,ustanakka1,1,1,2,0.0
vahidre69168217,vahidre69168217,1,1,2,0.0
vatanimdir_,vatanimdir_,1,1,2,0.0
wangdanl989,wangdanl989,1,1,2,0.0
yhanzkie_sixtin,yhanzkie_sixtin,1,1,2,0.0
3nuggets__,3nuggets__,1,1,2,0.0
a_poleng,a_poleng,1,1,2,0.0
ansari_heidar,ansari_heidar,1,1,2,0.0
awakedhewe,awakedhewe,1,1,2,0.0
awitlodss_hee,awitlodss_hee,2,2,4,0.0
azizakdoan9,azizakdoan9,1,1,2,0.0
cik793,cik793,1,1,2,0.0
coinrunner7,olawalium,1,0,1,1.0
colon8malon,colon8malon,1,1,2,0.0
crypto_pocketz,crypto_pocketz,1,1,2,0.0
dafi_community,dafi_community,1,1,2,0.0
danabelmusic,danabelmusic,1,1,2,0.0
daniel_mcmlvii,daniel_mcmlvii,1,1,2,0.0
deduis_jean,deduis_jean,1,1,2,0.0
dogecoinowner,dogecoinowner,1,1,2,0.0
dont_quote_gee,dont_quote_gee,1,1,2,0.0
eokumuss,eokumuss,1,1,2,0.0
eorzund1,eorzund1,1,1,2,0.0
gems_chain,gems_chain,1,1,2,0.0
jkkh3sqijucueza,jkkh3sqijucueza,1,1,2,0.0
jpegvaultdao,jpegvaultdao,1,1,2,0.0
kigyouka_06,kigyouka_06,1,1,2,0.0
klichmatheus,klichmatheus,1,1,2,0.0
leencarflower21,leencarflower21,1,1,2,0.0
lewongtyo,lewongtyo,1,1,2,0.0
lungdoge,lungdoge,1,1,2,0.0
mario82256825,mario82256825,1,1,2,0.0
nananan39,nananan39,2,2,4,0.0
nftsadbrobby,nftsadbrobby,2,2,4,0.0
nigrum_artem,nigrum_artem,2,2,4,0.0
professed13,professed13,1,1,2,0.0
queen_allro7,queen_allro7,1,1,2,0.0
r43eypnouv6kvld,r43eypnouv6kvld,1,1,2,0.0
renatormoreira,renatormoreira,1,1,2,0.0
samisepetci,samisepetci,1,1,2,0.0
satyajitpant,satyajitpant,1,1,2,0.0
simonkay100,simonkay100,2,2,4,0.0
thejohnkimshow,crypto_pr13st,0,1,1,-1.0
turunculove1,turunculove1,1,1,2,0.0
wallace19872,wallace19872,2,2,4,0.0
anmar44444,anmar44444,1,1,2,0.0
asumank42990249,asumank42990249,1,1,2,0.0
btc_blogger,btc_blogger,1,1,2,0.0
coingemdr,coingemdr,1,1,2,0.0
commishbk017,commishbk017,2,2,4,0.0
dah_amos,dah_amos,1,1,2,0.0
dannyri14456290,dannyri14456290,1,1,2,0.0
dr_compte,dr_compte,1,1,2,0.0
fdk60142999,fdk60142999,1,1,2,0.0
goldgirlstv,goldgirlstv,1,1,2,0.0
gonuldemirkm,gonuldemirkm,1,1,2,0.0
grezznaw90,grezznaw90,1,1,2,0.0
iasonlolis,iasonlolis,1,1,2,0.0
islamcelebb,islamcelebb,1,1,2,0.0
jaeyuncityxx_,jaeyuncityxx_,1,1,2,0.0
jokerksa12,jokerksa12,1,1,2,0.0
judithvarg6495,judithvarg6495,2,2,4,0.0
khuongtsbd,khuongtsbd,1,1,2,0.0
lillith_sv,lillith_sv,1,1,2,0.0
lindakrml,lindakrml,1,1,2,0.0
luckywinwingod,luckywinwingod,4,4,8,0.0
m1__eth,stewie,1,0,1,1.0
mateusmazzioni,fernandoulpoor,1,0,1,1.0
matmos1000,matmos1000,1,1,2,0.0
mbankaa,mbankaa,1,1,2,0.0
meshypie,meshypie,1,1,2,0.0
nautilus567,nautilus567,1,1,2,0.0
ohclickk,ohclickk,1,1,2,0.0
oskar19137965,damnsohot3,1,0,1,1.0
ososezz23,ososezz23,1,1,2,0.0
rezberdil,rezberdil,1,1,2,0.0
selimkyc7,selimkyc7,1,1,2,0.0
shangoambo,shangoambo,1,1,2,0.0
soojikahalva,soojikahalva,1,1,2,0.0
takanobu23,takanobu23,1,1,2,0.0
the_readingape,cryptoyuna,1,1,2,0.0
thefacesnft,thefacesnft,1,1,2,0.0
trevorclayman,trevorclayman,2,2,4,0.0
vena64102223,vena64102223,4,4,8,0.0
yogendr42151974,yogendr42151974,1,1,2,0.0
