dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
jackie_cryptona,jackie_cryptona,29,275,Sun Oct 31 11:47:43 +0000 2021,12483,BTC,jackie_cryptona,jackie_cryptona,,Jackie,1635680863,1388205121327271936,@honey_btc Gm,1,,Jackie,788,['1635638400-1635724800']
joeybaccia,joeybaccia,327,621,Sun Oct 31 12:19:20 +0000 2021,13528,BTC,JoeyBaccia,JoeyBaccia,Bitcoin,Chainlink_Scalper,1635682760,4691541828,"RT @Cryptonomist_en: $BTC closed at $61,838 [-.64%] on Saturday. #Bitcoin is above all important Moving Averages [20, 50, 100, 200].$ETH…",6,,Chainlink_Scalper,11013,['1635638400-1635724800']
kani__chanz,kani__chanz,462,3729,Sun Dec 12 08:12:03 +0000 2021,7767,BTC,Kani__chanz,Kani__chanz,プレゼント企画,かにちん,1639296723,1396074258283909122,RT @pokecrypto46: 【仮想通貨プレゼント企画】73万円分の仮想通貨　25000XYM$XYMを1名にプレゼント！参加条件@pokecrypto46 をフォロー&amp;RT締め切り12/20日　23時まで残り10日です！#プレゼント企画#仮…,0,,かにちん,10244,['1639267200-1639353600']
kim__sunooo,kim__sunooo,57,1118,Mon Dec 20 08:39:11 +0000 2021,12883,BTC,kim__sunooo,kim__sunooo,Giveaway,sunooooo__,1639989551,1438489407850381314,RT @cryptoandee: 150$💸  #Giveaway💯💰Bedrock is releasing their Staking Platform in 24hours! Last Chance to buy ROCK under $1🌪•Follow @Be…,0,,sunooooo__,9479,['1639958400-1640044800']
krdrasx9e1yvkbc,krdrasx9e1yvkbc,273,1289,Mon Dec 20 07:53:19 +0000 2021,17293,BTC,KRdRASx9E1YVKbC,KRdRASx9E1YVKbC,,ミネケイ☆,1639986799,983973132070543360,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,10,,ミネケイ☆,21696,['1639958400-1640044800']
kurbanlikcoin,kurbanlikcoin,123,88,Sun Oct 31 11:37:48 +0000 2021,226,BTC,kurbanlikcoin,kurbanlikcoin,,Kurbanlık Coin,1635680268,1363137652002848769,@eness_turann Önemli olan su akıyorken doldurmak. Yoksa yemişim web3 metaverse ntf çok ta umrumuzda. Yarın millete… https://t.co/IdDW9MQngo,1,,Kurbanlık Coin,1799,['1635638400-1635724800']
libernovaq,libernovaq,39,302,Mon Dec 20 08:36:30 +0000 2021,5182,BTC,libernovaq,libernovaq,,libernovaq,1639989390,1347188807033090048,@convexical Eth entry is nice ....btc entry is slightly fucked up...however in general they r good👍,1,,libernovaq,1126,['1639958400-1640044800']
marshalmg2,marshalmg2,22,316,Mon Dec 20 08:19:23 +0000 2021,1807,BTC,MarshalMG2,MarshalMG2,Bitcoin,MarshalMG(Manish Grewal),1639988363,1383523778282409987,RT @thecrypto_ape: $BTC #Bitcoin   Yearly Lows2010: $0.062011:  $0.292012: $42013: $132014: $3062015: $1902016: $3602017: $775201…,1,,MarshalMG(Manish Grewal),588,['1639958400-1640044800']
mehmetb73152456,mehmetb73152456,4,22,Sun Dec 26 10:23:40 +0000 2021,351,BTC,MehmetB73152456,MehmetB73152456,btc,Mehmet Bulgan,1640514220,1427594012203143181,@ProfesorTurkmen Hocam #btc 5.100 altı kapanışlarda altlar çok ezilirmi veya kademeli alım fırsatımı olur,0,,Mehmet Bulgan,176,['1640476800-1640563200']
mewmewzzh,mewmewzzh,751,4914,Sun Dec 26 10:57:00 +0000 2021,115169,BTC,mewmewzzh,mewmewzzh,"BSC, Binance",Dy 迪塔🌻☀️,1640516220,1165833896,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,7,,Dy 迪塔🌻☀️,172831,['1640476800-1640563200']
mrsnowy10,mrsnowy10,4315,1073,Sun Nov 14 20:30:42 +0000 2021,44704,ETH,MrSnowy10,MrSnowy10,ETH,Snowy - The Pinco Village,1636921842,1260664402690273281,@mentalist420 @jdotcolombo 1 #ETH https://t.co/sgkQ6wVwAu,20,,Snowy - The Pinco Village,15618,['1636848000-1636934400']
onityan_,onityan_,1,36,Sun Dec 12 07:22:06 +0000 2021,9,BTC,onityan_,onityan_,,onityaaan,1639293726,412950315,RT @Akito_BTC: 【✨ プレゼント企画 ✨】💸100万円を5人にプレゼント💸👉現金 100万円もしくは👉ビットコイン、リップル(Bitcoin、Ripple)▽参加条件✅このツイートをRT✅@Akito_BTC のフォローこの2点のみ…,0,,onityaaan,44,['1639267200-1639353600']
onzannann,onzannann,29,43,Sun Oct 31 12:05:32 +0000 2021,389,BTC,Onzannann,Onzannann,,Ilya Savelev,1635681932,1131944704344502272,"RT @JeffGrossPoker: Giving away $100 in BTC; RT, like, tag a friend &amp; comment w/ your favorite part of the Podcast!Brian @tsarrast Rast w…",0,,Ilya Savelev,1992,['1635638400-1635724800']
orhanucar050,orhanucar050,6,37,Sun Nov 28 21:01:23 +0000 2021,445,BTC,orhanucar050,orhanucar050,USDT,orhan uçar,1638133283,1702929338,RT @Kripto_Joker: Kripto Camiasının En Büyük Hediyesini Veriyoruz.                                        2000$💵(#USDT) Dağıtıyoruz.👇Ta…,0,,orhan uçar,384,['1638057600-1638144000']
ouzakso01930056,ouzakso01930056,5,61,Sun Nov 07 18:39:45 +0000 2021,224,BTC,ouzakso01930056,ouzakso01930056,btc,oğuz aksoy,1636310385,1364526946986708993,RT @KriptoSener: Şuan buradayız ( You are here) #btc https://t.co/tBvMML0oEe,0,,oğuz aksoy,79,['1636243200-1636329600']
riruru2777,riruru2777,503,1676,Sun Dec 12 07:15:43 +0000 2021,6949,BTC,riruru2777,riruru2777,"プレゼント, 地震, BTC, ETH",りるる🍌✨💎🚀🏰,1639293343,626478133,RT @TN90803803: 【第39回】#プレゼント 企画🎁✨【注意喚起】#地震 が多くなっています、万が一が起きた時の準備をお勧めします⚠️【内容】#BTC or #ETH  1万円✖️5名下のツイートをいいね&amp;リツイートして頂いた僕のフォロワー様が対象…,8,,りるる🍌✨💎🚀🏰,8678,['1639267200-1639353600']
rizzlingnft,rizzlingnft,378,402,Sun Nov 07 19:15:24 +0000 2021,1484,BTC,RizzlingNFT,RizzlingNFT,,Ray Rizzling,1636312524,1441210542052417538,"RT @KBStudioNYC: Making art dealing with stories is a pleasure, making art related to strongest network ever created is a movement all in i…",4,,Ray Rizzling,1344,['1636243200-1636329600']
miamimayor,sans_nacho,208,1304,Sun Dec 05 13:46:37 +0000 2021,9202,BTC,sans_nacho,MiamiMayor,,Mayor Francis Suarez,1638711997,956893447528599552,RT @CryptoPollss: 1/ Crypto Twitter! Check what @MiamiMayor and @silviomicali founder of @Algorand had to say at @DecipherEvent:@MiamiMay…,1,968575617036881921,CryptoBully,2435,['1638662400-1638748800']
senologras2,senologras2,5,42,Sun Dec 12 07:05:03 +0000 2021,578,BTC,SenolOgras2,SenolOgras2,"CPSR, RACA, MİNA",Senol Ogras,1639292703,1233127089609617415,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Senol Ogras,22,['1639267200-1639353600']
shizby1,shizby1,18,388,Sun Dec 12 09:00:09 +0000 2021,671,ETH,Shizby1,Shizby1,,Shizby,1639299609,1276186632316686339,@PMADDOGMAC @Bitcoin @ETH @HammerToe You had me at “shall”…. Go on,1,,Shizby,353,['1639267200-1639353600']
shnrdgn00,shnrdgn00,2,119,Sun Dec 05 13:26:51 +0000 2021,1136,BTC,shnrdgn00,shnrdgn00,,shnrdgn00,1638710811,1452728335595982866,RT @kriptoefendisi_: 🔥ÇEKİLİŞ YAPIYORUM 🔥toplam 4500TL daha hediye edeceğim💵Yapmanız Gereken-Beni Takip Et✅-Tweeti RT Yap ve Beğen ✅…,0,,shnrdgn00,202,['1638662400-1638748800']
shzbn39tmlrpszi,shzbn39tmlrpszi,33,213,Sun Oct 31 12:45:41 +0000 2021,2251,BTC,SHZbN39tmLRpszi,SHZbN39tmLRpszi,,ハテチ,1635684341,1252847110690533383,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,2,,ハテチ,3175,['1635638400-1635724800']
crypto_potato,smartterrylee,134,275,Sun Dec 26 10:34:16 +0000 2021,1615,BTC,smartTerrylee,Crypto_Potato,,CryptoPotato Official,1640514856,1390594954678972416,"RT @Crypto_Potato: Christmas came with untypically stable prices in the crypto market, with BTC standing at $50,000 and ETH close to $4,000…",0,2367079278,Terry Lee,1149,['1640476800-1640563200']
suiyu_sei,suiyu_sei,59,164,Sun Oct 31 12:50:45 +0000 2021,890,BTC,suiyu_sei,suiyu_sei,,スイユ,1635684645,989126180,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,0,,スイユ,2048,['1635638400-1635724800']
teerpicknava,teerpicknava,14,93,Sun Dec 26 10:24:39 +0000 2021,72,BTC,teerpicknava,teerpicknava,"BSC, Binance",It's Me Dewi,1640514279,1404459887992606728,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,It's Me Dewi,164,['1640476800-1640563200']
the_1ronhead,the_1ronhead,23,245,Sun Nov 28 21:21:53 +0000 2021,1049,BTC,The_1ronhead,The_1ronhead,USDT,Bahadır Demirbaş,1638134513,770686664784089089,RT @Kripto_Joker: Kripto Camiasının En Büyük Hediyesini Veriyoruz.                                        2000$💵(#USDT) Dağıtıyoruz.👇Ta…,0,,Bahadır Demirbaş,399,['1638057600-1638144000']
themateverse,themateverse,1150,1712,Tue Nov 09 09:35:38 +0000 2021,2277,ETH2,TheMateverse,TheMateverse,,TheMateverse.eth 🍌,1636450538,1021102328655630336,RT @_jefflau: Thread of my threads distilling the complicated into the simple.Previous topics include:- Zero Knowledge Proofs- EIP-1559…,5,,TheMateverse.eth 🍌,1083,['1636416000-1636502400']
thetruelukino,thetruelukino,1,5,Mon Dec 20 08:12:14 +0000 2021,2,BTC,thetrueLukino,thetrueLukino,,Lukino,1639987934,706214869687783424,"RT @crypto_birb: It seems that once $BTC finally closes through the major resistance at 55.5k USD, the new highs would be back on the table…",0,,Lukino,8,['1639958400-1640044800']
thomas_quinlan,thomas_quinlan,2320,596,Sun Nov 07 18:49:58 +0000 2021,56806,BTC,thomas_quinlan,thomas_quinlan,"Tampa, Bitcoin, blockchain, cryptocurrency, fbbs",Thomas J. Quinlan,1636310998,14639500,RT @blockchainherd: #Tampa Mayor @JaneCastor embraced #Bitcoin #blockchain &amp; #cryptocurrency  at the #fbbs &amp; @NukeGold of @CelsiusNetwork i…,275,,Thomas J. Quinlan,92981,['1636243200-1636329600']
tranvantoi150,tranvantoi150,170,485,Mon Dec 20 08:09:37 +0000 2021,335,BTC,tranvantoi150,tranvantoi150,"ITMYNFT, IMN, ITMYNFT, IMN, Crypto, cryptotrading, BSC",Tran van toi,1639987777,1421427177153695748,RT @IT_MYNFT: #ITMYNFT #IMN Pre Sale IS LIVE NOW! 🔥🔥👉Buy IMN Now https://t.co/YcHoOn1AeB#ITMYNFT #IMN #Crypto #cryptotrading #BSC #Ether…,0,,Tran van toi,811,['1639958400-1640044800']
utsubyou_no_psw,utsubyou_no_psw,70,392,Sun Dec 12 08:03:25 +0000 2021,1224,BTC,utsubyou_no_psw,utsubyou_no_psw,,ゆきりん,1639296205,1456450949242048512,RT @Byakkosann: 【仮想通貨プレゼント企画】本日もレンディング収益より配ります！IOSTビットコイン (BTC)リップル (XRP)イーサリアム (ETH)『13万円分を3名様にプレゼント』※分散可応募方法 ・ @Byakkosannをフ…,5,,ゆきりん,873,['1639267200-1639353600']
uzaigbe123,uzaigbe123,0,14,Sun Nov 14 20:52:50 +0000 2021,2,ETH,Uzaigbe123,Uzaigbe123,,Uzaigbe Godwin Lucky,1636923170,1445135233691623433,"RT @NFTFC21: @NFTFC21 Coming November 24⚽️ 0.05 ETH⚽️ First 1,000 holders win our free kitJoin Now: https://t.co/hKHiIcRHu0 https://t.…",0,,Uzaigbe Godwin Lucky,13,['1636848000-1636934400']
v_tuka0_0pika_v,v_tuka0_0pika_v,180,554,Sun Dec 12 08:20:18 +0000 2021,9751,BTC,v_tuka0_0pika_v,v_tuka0_0pika_v,,Dutch,1639297218,1185779880073367554,RT @FXbitcoinETH: 1日1回air drop企画！本日のレンディング利益1名仮想通貨プレゼント（48万円分）ＢＴＣ条件@FXbitcoinETHをフォロー私の通知ONツイートをいいねリプライでコメントお願いしますDMで当選報告※ウォレッ…,26,,Dutch,1320,['1639267200-1639353600']
whcspp,whcspp,5,221,Mon Nov 29 13:55:56 +0000 2021,422,ETH,WhcsPp,WhcsPp,,ƏppƏ,1638194156,1454846875241263106,@U_Uhm_ @mattrowsboats @dorinvesting @dilutionproof i think eth overvalued in respect to btc,0,,ƏppƏ,7,['1638144000-1638230400']
xdreamcoding,xdreamcoding,853,461,Sun Dec 26 10:15:37 +0000 2021,117343,BTC,xDreamCoding,xDreamCoding,,Dr Eam Co Ding 💎🙌,1640513737,610236341,@RandyVegetables @JFSaine If we open a channel where I commit funds and LN it to them and they send me BTC back on… https://t.co/WxDLzRY6c3,4,,Dr Eam Co Ding 💎🙌,23233,['1640476800-1640563200']
freebitco,00_blackdiamond,7,18,Sun Oct 31 12:44:55 +0000 2021,95,BTC,00_blackdiamond,freebitco,,FreeBitco.in,1635684295,3389761888,RT @freebitco: NFL Betting Weekend - Exciting Matchups Ahead!Several more Week 3 bets are live at FreeBitcoin. 0.2+ BTC on the line this…,0,2380834758,RedBlack Diamond ViR,25,['1635638400-1635724800']
1hasanonline,1hasanonline,2,19,Sun Dec 26 10:11:58 +0000 2021,88,BTC,1hasanonline,1hasanonline,"audio, btc, bnb, lrc, chz, luna, ksm, tlm, crv, mana, sand, xtz, xrp, btt",Hasan Bel,1640513518,1425591084986638345,RT @TraderYigitt: #audio Sizden gelenler.Saygılar sunuyorum.#btc #bnb #lrc #chz #luna #ksm #tlm #crv #mana #sand #xtz #xrp #btt https://…,0,,Hasan Bel,48,['1640476800-1640563200']
7zvbwdomczsukyj,7zvbwdomczsukyj,2,86,Mon Dec 20 08:15:29 +0000 2021,22,BTC,7ZVBWDOmCZSUkyj,7ZVBWDOmCZSUkyj,,taro,1639988129,899460503306510336,RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／／$20XRP 10名＼【応募方法】1️⃣@TIPsWORLDs をフォロー！2️⃣固定ツイートをRT3️⃣このツイートをRTでエントリー完了！📩当選はDMにて📩🎯12/31まで$…,2,,taro,112,['1639958400-1640044800']
_sfdimon,_sfdimon,297,1544,Sun Nov 07 20:22:57 +0000 2021,10371,ETH,_SFdimon,_SFdimon,,л,1636316577,1140588488661880832,RT @Fabico1984: Concours Giveaway Sorare !  Budimir qui revient de blessure et dont le prix va augmenter actuellement autour de 0.004 eth !…,2,,л,15263,['1636243200-1636329600']
_thisvid,_thisvid,4214,1,Sun Nov 14 20:56:04 +0000 2021,16,LINK,_thisvid,_thisvid,,thisvid🤖,1636923364,1321087397090807808,"@yeahTam Sie können diesen Link mit einem Lesezeichen versehen und überprüfen, wann immer Sie eine neue Download-An… https://t.co/MFkTPRYgiF",10,,thisvid🤖,107879,['1636848000-1636934400']
anugrahir,anugrahir,12,23,Sun Dec 26 11:11:07 +0000 2021,61,BTC,AnugrahiR,AnugrahiR,Bitcoin,Anugrahi Sri Rahayu,1640517067,1445603870713864196,RT @OfficialNovixel: Let's giveaway some #Bitcoin the right way!@coinkit_ mon 10 100 $btc,0,,Anugrahi Sri Rahayu,213,['1640476800-1640563200']
arifboyraz10,arifboyraz10,0,8,Sun Nov 28 21:01:03 +0000 2021,42,BTC,ArifBoyraz10,ArifBoyraz10,"RLC, RLCUSDT, BTCUSDT, BTC",Arif Boyraz,1638133263,1447225356193251340,RT @falcon_line: #RLC   $RLC   #RLCUSDT  #BTCUSDT  #BTC $BTC LONG   KİNG   HEADSHOT  🪓🔥💰💯Yatırım tavsiyesi değildir.Not Financial advis…,0,,Arif Boyraz,56,['1638057600-1638144000']
bigwiniie,bigwiniie,300,1976,Sun Dec 12 09:08:17 +0000 2021,9506,ETH,bigwiniie,bigwiniie,,Nufuss,1639300097,1291941338858938368,RT @GravitonZero: And here we are at over 35k already only 2 hours later 😳The support we are getting from the community is just overwhelm…,0,,Nufuss,19107,['1639267200-1639353600']
cyrptokhaleesi,blacksw41974141,31,246,Mon Dec 20 07:45:37 +0000 2021,6323,BTC,Blacksw41974141,CyrptoKhaleesi,BTC,Crypto Khaleesi,1639986337,1404782073139892224,RT @CyrptoKhaleesi: Günaydın piyasa aktörleri. #BTC yukarıları hedeflemiyor. Yine bir sürü long açılmış. Bu iğne atılan yere yani 42k seviy…,0,1376491642396508162,Blacksword,1338,['1639958400-1640044800']
boobsysquit,boobsysquit,710,15,Sun Oct 31 11:30:22 +0000 2021,75,BTC,Boobsysquit,Boobsysquit,"BTC, CRYPTO, AIRDROP",Boobsy,1635679822,1450360372129583106,RT @Shaddollar1: https://t.co/p6ET60HQb3Get your 10 NS token now ending in three days. https://t.co/aaZKxm29Mp#BTC#CRYPTO#AIRDROP…,0,,Boobsy,101,['1635638400-1635724800']
brew_kris,brew_kris,243,541,Sun Oct 31 11:41:05 +0000 2021,1750,BTC,brew_kris,brew_kris,DeFi,Kris,1635680465,1426644061578989570,"RT @TheCTjosh: Hello 👋Introducing y’all to @bitfarmsnetwork Which is The #DeFi Yield Farming   protocol for digital assets, powered by t…",0,,Kris,1573,['1635638400-1635724800']
btcvergleich,btcvergleich,260,857,Mon Dec 20 08:23:43 +0000 2021,68,BTC,BTCVergleich,BTCVergleich,,BitcoinVergleich,1639988623,1184119230096130049,"Sie können heute Bitcoin auf der günstigsten Krypto-Börse kaufen: @bitvavocom mit 41431,30€ für 1 BTC. Bezahlen Sie… https://t.co/6ZLUWzHtzz",0,,BitcoinVergleich,845,['1639958400-1640044800']
crypt0spawn,crypt0spawn,1121,3668,Sun Dec 05 13:24:04 +0000 2021,16436,BTC,Crypt0spawn,Crypt0spawn,,Domino 🚀🌮🐻‍❄️,1638710644,963605041343901698,RT @CryptoTraderTax: The following are not taxable:- Buying crypto with fiat (e.g BTC for USD)- HODLing crypto- Transferring coins from…,6,,Domino 🚀🌮🐻‍❄️,6193,['1638662400-1638748800']
terralunadaily,cryptostarter11,2,22,Mon Nov 29 14:08:32 +0000 2021,57,ETH,cryptostarter11,TerraLUNADaily,,Terra Daily 🌖,1638194912,1431685519596007425,Great project with a great start ETH was also a croud funded project and I hope you too touches the height like ETH… https://t.co/rbh52YUvEl,0,1406995344483704832,Crypto king,45,['1638144000-1638230400']
daiske41271179,daiske41271179,372,405,Sun Dec 12 07:55:30 +0000 2021,10702,BTC,Daiske41271179,Daiske41271179,,Daiskeチューパンマン,1639295730,1244486733170786305,@FXbitcoinETH BTC欲しいっす。,1,,Daiskeチューパンマン,4188,['1639267200-1639353600']
bloodsncrypts,dardio03,7,355,Sun Dec 26 10:54:06 +0000 2021,68,BTC,dardio03,BloodsnCrypts,,Bloods,1640516046,1394736231460843535,@kingfisher_btc @BloodsnCrypts why tf im not able to make account with my @me.com mail adress?,0,958302105315495936,WAGMI,9,['1640476800-1640563200']
darkcan553,darkcan553,478,1622,Sun Oct 31 12:50:44 +0000 2021,11928,BTC,Darkcan553,Darkcan553,,DarkGaming,1635684644,870427478719963136,RT @instinctcsgo: $20 BTC GIVEAWAY➡️RT➡️Follow me➡️Like / Comment this video https://t.co/fEtMCP2sZc⏰2 Days to enterShow proof! htt…,3,,DarkGaming,18069,['1635638400-1635724800']
dogedashmaxi,dogedashmaxi,1,16,Sun Nov 14 19:55:07 +0000 2021,1,DOGE,dogedashmaxi,dogedashmaxi,,dogedashmaxi,1636919707,1459971272528601090,"RT @doge_dash: Doge Dash NFTs10,000 Unique NFTs will be minted on the 4th of December on the Ethereum blockchain and will be available on…",0,,dogedashmaxi,6,['1636848000-1636934400']
ebru30369513,ebru30369513,61,369,Sun Nov 28 21:26:09 +0000 2021,8201,BTC,ebru30369513,ebru30369513,USDT,ebru,1638134769,1385915072581672961,RT @Kripto_Joker: Kripto Camiasının En Büyük Hediyesini Veriyoruz.                                        2000$💵(#USDT) Dağıtıyoruz.👇Ta…,0,,ebru,253,['1638057600-1638144000']
emre31431521,emre31431521,43,511,Sun Nov 07 18:45:46 +0000 2021,5984,BTC,Emre31431521,Emre31431521,,Emre,1636310746,1403376984634372100,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,0,,Emre,21032,['1636243200-1636329600']
emre57668845,emre57668845,0,61,Mon Dec 20 08:49:12 +0000 2021,25917,BTC,Emre57668845,Emre57668845,"ıotx, btc, bnb, lrc, chz, mana, sand, enj, lina, luna",Emre,1639990152,1312025427309887488,RT @TraderYigitt: #ıotx saygilar sunuyorum.Güne güzel basladik.#btc #bnb #lrc #chz #mana #sand #enj #lina #luna https://t.co/Tv8muE2del,1,,Emre,200,['1639958400-1640044800']
enhamysolace__,enhamysolace__,634,627,Sun Dec 12 09:11:54 +0000 2021,2731,ETH,enhamysolace__,enhamysolace__,NFT,aki | ia studyng,1639300314,1239915207192768513,"RT @eddacrypto: Hey guys again 😎💕The Swiss Army Of Discords Has Been Built? Let’s join @CryptoCopyCats #NFT Launch, your one-stop sourc…",2,,aki | ia studyng,823,['1639267200-1639353600']
eulerizzet,eulerizzet,389,532,Sun Nov 28 21:16:45 +0000 2021,23009,BTC,Eulerizzet,Eulerizzet,,avxtizzet 🔺,1638134205,1216801465810984961,@borsaparatic 21 OCAK 2022 BTC : 120.000Ve A180 @Eulerizzet te :),1,,avxtizzet 🔺,6749,['1638057600-1638144000']
filipecancela,filipecancela,437,19,Sun Oct 31 11:45:41 +0000 2021,620,BTC,FilipeCancela,FilipeCancela,,Slim Shady,1635680741,2729810153,@AugustoBackes Converter eth por btc ? 💪💪,0,,Slim Shady,871,['1635638400-1635724800']
firstgentlema19,firstgentlema19,8,128,Sun Oct 31 12:22:07 +0000 2021,1461,BTC,firstgentlema19,firstgentlema19,"ar, btc",firstgentleman,1635682927,1393947591562379264,"RT @borsaressami: #ar 55,25 direnci kırılır ise sıralı hedefler takip edilebilir.#btc de takibimizde olsun. https://t.co/oHuGMEc46J",0,,firstgentleman,635,['1635638400-1635724800']
fujimonmon10969,fujimonmon10969,103,154,Sun Nov 28 21:04:37 +0000 2021,204,BTC,fujimonmon10969,fujimonmon10969,,けんた,1638133477,1277009873805258752,RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／／$20XRP 5名＼【応募方法】1️⃣@TIPsWORLDs をフォロー！2️⃣固定ツイートをRT3️⃣このツイートをRTでエントリー完了！📩当選はDMにて📩🎯11/30まで$X…,6,,けんた,5,['1638057600-1638144000']
hj_majeed7,hj_majeed7,122,0,Sun Nov 28 20:55:58 +0000 2021,332,BTC,hj_majeed7,hj_majeed7,,HJMajeed,1638132958,1444718496924028942,@jih930809 I KNOW BROTHER THAT'S WHY LAST I REPLIED SOMEONE IF IT WILL PUMP IT WILL NOT SO MUCH .BUT IT CAN TOUCH… https://t.co/wJspgx83kF,1,,HJMajeed,425,['1638057600-1638144000']
hoomanmirzaalii,hoomanmirzaalii,21,204,Sun Nov 28 21:29:19 +0000 2021,2300,BTC,hoomanmirzaalii,hoomanmirzaalii,,hooman hm,1638134959,1688633978,RT @Shahinintwt: 1/بیت کوین تو تایم فریم روزانه یه حرکت مشخص الیوتی داره که تو چارت مشخص کردم شرایط واگرایی حمایت داینامیک همه چیز و همه چی…,0,,hooman hm,43,['1638057600-1638144000']
j0jg9oagypappbl,j0jg9oagypappbl,102,480,Sun Oct 31 12:18:47 +0000 2021,783,BTC,j0Jg9OAgypAppBl,j0Jg9OAgypAppBl,,ざうるす,1635682727,1411635998430142467,@KomekkoRice @atoko_eth @BTC_Bomber お願いします❤️,4,,ざうるす,1408,['1635638400-1635724800']
jofromko,jofromko,26,91,Sun Nov 07 19:43:06 +0000 2021,8938,BTC,jofromko,jofromko,"bch, bitcoincash, btc, Bitcoin",JoFromK,1636314186,1724997078,#bch #bitcoincash #btc #Bitcoin LIMITED -Edition matters… @SmartBCH @BitcoinCashA @bitcoincashorg https://t.co/8r8G1bdnr8,0,,JoFromK,786,['1636243200-1636329600']
mahbubu99872415,mahbubu99872415,42,1784,Mon Dec 20 08:10:01 +0000 2021,2424,BTC,Mahbubu99872415,Mahbubu99872415,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",Mahbubur Rahman,1639987801,1371545709174923266,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,0,,Mahbubur Rahman,3649,['1639958400-1640044800']
makonnnnnnnn,makonnnnnnnn,93,69,Mon Dec 20 07:48:24 +0000 2021,458,BTC,makonnnnnnnn,makonnnnnnnn,,まこん,1639986504,1406559153217163264,RT @x7_rjx: 【🥬プレゼント企画🥬】BTC 55万円分を10人に配るよ🥬【応募方法】✔︎このアカウントをフォロー✔︎この投稿をRT✔︎リプ欄に「レンディング」いいねの中から当選者を選び当選者にはDMで連絡するよ🥬前回の当選DMは送信済みだよ🥬…,3,,まこん,772,['1639958400-1640044800']
metin1905_37,metin1905_37,27,91,Mon Dec 20 08:42:01 +0000 2021,533,BTC,metin1905_37,metin1905_37,,Metin,1639989721,1725199364,@borsaparatic btc 1 düşüyor altlar 5 şu anda da can çekişir durumdalar,0,,Metin,1921,['1639958400-1640044800']
missufe_bigwin_,missufe_bigwin_,70,1347,Sun Dec 26 10:36:36 +0000 2021,2590,BTC,missufe_bigwin_,missufe_bigwin_,"BSC, Binance",magic @RichQUACK,1640514996,1465828851271929859,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,magic @RichQUACK,3155,['1640476800-1640563200']
moodelmoro1,moodelmoro1,19,400,Sun Dec 12 07:46:21 +0000 2021,491,BTC,MooDelMoro1,MooDelMoro1,,Zer Yham,1639295181,1457892878454169602,"RT @BlindMummyApes: 💎 GIVEAWAY 💎✔ Follow &amp; RT✔ Join our Discordhttps://t.co/pCnI6nyL7f5 winners, total of 0.5 $BMA.Make sure you hav…",1,,Zer Yham,429,['1639267200-1639353600']
mrs2508008,mrs2508008,3035,5001,Sun Dec 26 10:08:38 +0000 2021,20217,BTC,mrs2508008,mrs2508008,"BSC, Binance",🌟Saras 008 🌟,1640513318,2765724931,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,🌟Saras 008 🌟,37460,['1640476800-1640563200']
