dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
msobatbetai,msobatbetai,19,144,Sun Oct 31 12:37:39 +0000 2021,702,BTC,msobatbetai,msobatbetai,,🍄ゆかな🎪,1635683859,1216733919086665729,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,1,,🍄ゆかな🎪,286,['1635638400-1635724800']
nailede07004727,nailede07004727,268,1172,Sun Dec 12 08:04:51 +0000 2021,3230,BTC,Nailede07004727,Nailede07004727,"CPSR, RACA, MİNA",Nailedemir,1639296291,1307793069719392256,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,1,,Nailedemir,2208,['1639267200-1639353600']
navakarmapicky,navakarmapicky,33,4983,Sun Dec 26 10:51:45 +0000 2021,11319,BTC,NavaKarmapicky,NavaKarmapicky,"BSC, Binance",BigWin,1640515905,1395331070535471104,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,BigWin,19175,['1640476800-1640563200']
lbripsncrypt,pedroneillnft,450,617,Sun Dec 26 11:15:34 +0000 2021,7250,ETH,pedroneillNFT,lbripsncrypt,,loosebucks,1640517334,426073690,RT @lbripsncrypt: Alien frens going to 1 eth,4,1429112045178392582,pΞdronΞill,806,['1640476800-1640563200']
rager,rager,190066,695,Sun Nov 28 21:31:43 +0000 2021,70461,BTC,Rager,Rager,,Rager 📈,1638135103,2409661538,$BTCThis is the type of follow through looking for 🤝 https://t.co/KfdcW2IgM7 https://t.co/omm9WM6Iwb,3004,,Rager 📈,33162,['1638057600-1638144000']
rajnishawasth12,rajnishawasth12,160,81,Sun Dec 05 13:30:46 +0000 2021,11305,BTC,RajnishAwasth12,RajnishAwasth12,अध्यादेश_लाओ_शिक्षामित्र_बचाओ,Rajnish Awasthi,1638711046,956539724176408577,RT @RaviSinghJayan1: #अध्यादेश_लाओ_शिक्षामित्र_बचाओ क्या यही लोकतंत्र है लगता है हम अपने देश की जगह किसी ग़ुलाम देश मे रह रहे है ।किस पै…,0,,Rajnish Awasthi,2634,['1638662400-1638748800']
realwittgensten,realwittgensten,0,29,Sun Nov 28 21:27:15 +0000 2021,5,BTC,realwittgensten,realwittgensten,USDT,Furkan Karagöz,1638134835,2761921253,RT @Kripto_Joker: Kripto Camiasının En Büyük Hediyesini Veriyoruz.                                        2000$💵(#USDT) Dağıtıyoruz.👇Ta…,0,,Furkan Karagöz,9,['1638057600-1638144000']
redtswiftver,redtswiftver,2804,4378,Sun Nov 07 18:36:47 +0000 2021,14368,BTC,redtswiftver,redtswiftver,,swift • 11/12,1636310207,1293368596257574913,RT @jaemcityx: GIVEAWAY $2000 | 28 JUTA RUPIAH | IMAC 27 INC 2020 FOR ONE WINNER !- rt follow me and@btc_nft@Block_Flash @uniswap_gem…,2,,swift • 11/12,46130,['1636243200-1636329600']
raflael0,reimilyy,92,67,Mon Dec 13 09:30:03 +0000 2021,169,ETH2,reimilyy,raflael0,,Myo 읏 x 7 🐣🌊,1639387803,977787634519912448,@raflael0 เพราะว่า eth มีวอลลุ่มที่เยอะค่ะ แต่ค่าแก๊สที่แพงแสนแพง เราดีใจนะคะ ที่มีคนมาแลกเปลี่ยนข้อมูลจริงๆแบบไม่… https://t.co/5k1KVXxNiB,0,2587044918,𝓶𝓲𝓵𝔂𝔂 ♡,2576,['1639353600-1639440000']
sakrah_4,sakrah_4,178,90,Sun Nov 28 21:20:02 +0000 2021,3918,BTC,Sakrah_4,Sakrah_4,"الاغلاق_الاسبوعي, الاغلاق_الشهري, البتكوين, العملات_الرقميه, Btc, Bitcoin, chz, XRP, DGB, LTC, VET",',1638134402,199907462,RT @Plan_A_NOT_B: #الاغلاق_الاسبوعي المنتظر#الاغلاق_الشهري المنتظر——-#البتكوين #العملات_الرقميه #Btc #Bitcoin #chz #XRP #DGB #LTC #VET #…,0,,',705,['1638057600-1638144000']
salehisahar5,salehisahar5,874,678,Sun Nov 14 20:49:27 +0000 2021,5856,ETH,SalehiSahar5,SalehiSahar5,,Dr. Sahar Salehi,1636922967,1121648873498234881,RT @ZenobiWongLab: Several open PhD positions at @ETH  ! The ALIVE initiative aims to exploit the design principles of living systems as a…,0,,Dr. Sahar Salehi,705,['1636848000-1636934400']
sin_yowai,sin_yowai,5,17,Mon Dec 20 07:47:33 +0000 2021,192,BTC,sin_yowai,sin_yowai,,しん,1639986453,1304274566026461184,RT @Akito_BTC: 🚀みんなでhi Dollarsのマイニングしよ必要なものはスマホ1台しかも、無料僕のDMに”紹介コード”送ってきた人の中から10万円分のBTCプレゼントするよ😎🔰初心者優先これから登録する人はリプ欄にある紹介コード使ってね⚠️登録…,1,,しん,198,['1639958400-1640044800']
tama41711,tama41711,5,59,Mon Dec 20 07:46:28 +0000 2021,37,BTC,tama41711,tama41711,BTC,tama4171,1639986388,3219115584,RT @fxoldman0321: 私の利益を　　　　現金とビットコイン #BTCで還元します150万円分30人にどちらか好きな方送ります（5万/1人）条件・いいね・RT・フォロー @fxoldman0321期限水曜まで前澤さん が 宇宙 から…,0,,tama4171,117,['1639958400-1640044800']
uriiminjeong,uriiminjeong,43,507,Sun Dec 26 10:10:21 +0000 2021,351,BTC,uriiminjeong,uriiminjeong,"BSC, Binance",æ • big wins 🍀,1640513421,1473844701564653571,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,æ • big wins 🍀,990,['1640476800-1640563200']
volumemonitor,volumemonitor,22755,0,Sun Dec 26 10:13:34 +0000 2021,38,BTC,VolumeMonitor,VolumeMonitor,,VolumeMonitor.com 🚀,1640513614,1265097730642321414,"$DODO / USDT Volume increase detected!Spike: 576,610.23 USDT24h Vol: 5,626,701.39 USDTGet ALL the alerts here:… https://t.co/f3loGxxvVA",223,,VolumeMonitor.com 🚀,17859,['1640476800-1640563200']
wat_bcg,wat_bcg,0,24,Sun Oct 31 12:38:38 +0000 2021,4,BTC,wat_bcg,wat_bcg,,BCGで稼ぎ隊,1635683918,1398645949103104003,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,0,,BCGで稼ぎ隊,38,['1635638400-1635724800']
whyserhat,whyserhat,67,91,Sun Dec 12 07:02:22 +0000 2021,8575,BTC,Whyserhat,Whyserhat,"CPSR, RACA, MİNA",arnold,1639292542,797462098221600769,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,arnold,358,['1639267200-1639353600']
xrp_queen0220,xrp_queen0220,3,33,Sun Oct 31 12:48:33 +0000 2021,300,BTC,XRP_Queen0220,XRP_Queen0220,XRP,XRP_Queen,1635684513,1428401777548746754,"RT @sentosumosaba: Australian XRP ODL Payments Company @NovattiPayments has launched ""Crypto Spend"" which integrates *ALL TOGETHER* #XRP, B…",0,,XRP_Queen,15,['1635638400-1635724800']
juhaitkonen,xylospongiumi,112,1281,Sun Nov 07 18:47:36 +0000 2021,4911,BTC,Xylospongiumi,JuhaItkonen,,Juha Itkonen,1636310856,405035392,"@JuhaItkonen Tiivistys: btc ja lohkoketjut ovat tuoneet vaihtoehdon, tai vähintäänkin yrittäneet. Jos ”demokratia o… https://t.co/XjI8m5JHhi",0,540229915,xylospongium 🐠🦄🦠📈🇫🇮🏴‍☠️🏁🇫🇷,10169,['1636243200-1636329600']
yaz_latife,yaz_latife,0,0,Sun Dec 05 13:15:29 +0000 2021,0,BTC,yaz_latife,yaz_latife,"crypto, tothemoon, eventuscoin, eve, btc, moon, money, eth, cryptocurrency, blockchain, bitcoin",Latife Yazıcı,1638710129,1466330865286270980,RT @eventuscoin: Buy the dip guys. #crypto #tothemoon #eventuscoin #eve #btc #moon #money #eth #cryptocurrency #blockchain #bitcoin #tradin…,0,,Latife Yazıcı,27,['1638662400-1638748800']
hiro_crypto2,20tigra,289,695,Mon Dec 20 08:43:48 +0000 2021,38823,BTC,20Tigra,hiro_crypto2,btc,usa@btc bot&systemtrade 🐾,1639989828,503131643,RT @hiro_crypto2: 年間800万人の子供達が行方不明になってる現実、知ってますか？子供達の売買に #btc が使われてます。これが裏社会の現実。日本の関東、関西方面の秘密地下施設があります。この話も、近々全世界に公表されると思います。YouTube - 世界…,9,1189095962121080834,andante＊,20565,['1639958400-1640044800']
ahmet72103767,ahmet72103767,19,64,Sun Dec 05 13:32:29 +0000 2021,1064,BTC,Ahmet72103767,Ahmet72103767,,TURKMEN,1638711149,1010169088377794560,RT @kriptoefendisi_: 🔥ÇEKİLİŞ YAPIYORUM 🔥toplam 4500TL daha hediye edeceğim💵Yapmanız Gereken-Beni Takip Et✅-Tweeti RT Yap ve Beğen ✅…,0,,TURKMEN,1869,['1638662400-1638748800']
ancorrea99,ancorrea99,2,13,Sun Dec 26 10:50:46 +0000 2021,0,BTC,ancorrea99,ancorrea99,,André Correa,1640515846,1427243177451393024,RT @crypto_birb: $BTC 👀🟧 https://t.co/IdPn3sedPK,0,,André Correa,17,['1640476800-1640563200']
araguatamanaco,araguatamanaco,95223,95251,Sun Dec 26 11:10:16 +0000 2021,30002,BTC,AraguaTamanaco,AraguaTamanaco,"Bitcoin, BTC",Felipe Hernandez,1640517016,310333445,"RT @PetroDivisa: El minero venezolano, CEO de Criptoneros y entusiasta de #Bitcoin, Alexis Lugo, indicó que la minería de #BTC en Venezuela…",111,,Felipe Hernandez,165912,['1640476800-1640563200']
archercoin,archercoin,5,52,Sun Dec 05 13:34:59 +0000 2021,46,BTC,ArcherCoin,ArcherCoin,,CoinArcher,1638711299,1466485732672000012,RT @kriptoefendisi_: 🔥ÇEKİLİŞ YAPIYORUM 🔥toplam 4500TL daha hediye edeceğim💵Yapmanız Gereken-Beni Takip Et✅-Tweeti RT Yap ve Beğen ✅…,0,,CoinArcher,46,['1638662400-1638748800']
arts23943339,arts23943339,1,10,Sun Oct 31 11:27:12 +0000 2021,7,BTC,ARTS23943339,ARTS23943339,,プラハ,1635679632,872379669580046336,RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／／$20XRP 5名＼【応募方法】1️⃣@TIPsWORLDs をフォロー！2️⃣固定ツイートをRT3️⃣このツイートをRTでエントリー完了！📩当選はDMにて📩🎯10/31まで$X…,0,,プラハ,83,['1635638400-1635724800']
awaken710,awaken710,80,499,Sun Nov 28 20:57:12 +0000 2021,2115,BTC,Awaken710,Awaken710,,Awaken,1638133032,1475715703,"RT @PayCryptic: To boost our project, we are giving away a Huntsman Knife Freehand in Minimal Wear. (Knife is exchangeable for $100 in BTC/…",1,,Awaken,388,['1638057600-1638144000']
bidanmandol1,bidanmandol1,3,232,Sun Oct 31 13:24:13 +0000 2021,322,ETH,Bidanmandol1,Bidanmandol1,,Bidanmandol1,1635686653,1444975877951922178,"RT @LunaPadOfficial: LUNA-PAD is accepting IDOs application NOW.1st IDO would be announced on November 7, 2021Looking for a platform fo…",0,,Bidanmandol1,361,['1635638400-1635724800']
bokuranojidai2,bokuranojidai2,373,454,Sun Oct 31 13:41:26 +0000 2021,700,ETH,bokuranojidai2,bokuranojidai2,"nftkapsy, NFT, nftcollector",BOKURANOJIDAI,1635687686,1418275412698796033,RT @photokapsy: 😱 HOLLOWEEN 😱Price : 0.006 - 0.008 ETH https://t.co/D4ca5QGR4NThank you for support ❤️#nftkapsy #NFT #nftcollector #NFT…,2,,BOKURANOJIDAI,4281,['1635638400-1635724800']
coolwind_sol,coolwind_sol,268,276,Sun Dec 26 10:17:01 +0000 2021,123,SOL,Coolwind_sol,Coolwind_sol,,시원한 바람이 솔솔,1640513821,1472573300165726209,위치에 들어올 사람 😶😶,0,,시원한 바람이 솔솔,246,['1640476800-1640563200']
dogecoinowner,dogecoinowner,672,1804,Sun Dec 05 13:37:22 +0000 2021,10462,BTC,dogecoinowner,dogecoinowner,btc,Ralf Rangnick,1638711442,1215599354557468673,"RT @cz_binance: Not sure if you guys remember, when #btc was around $3000 (about 2 years ago), every dip was accompanied with articles like…",0,,Ralf Rangnick,1662,['1638662400-1638748800']
eiiti1173t,eiiti1173t,214,1132,Sun Dec 12 07:16:12 +0000 2021,5540,BTC,eiiti1173T,eiiti1173T,,ET.1173📣全力🎉,1639293372,3070447789,RT @BTC_RYOMA: 🎉クリスマスまで毎日プレゼント企画かけるさんとコラボ企画10万円分のBTCETHIOSTを3名様にプレゼント🎁受け取る際にどのコインか選んで👍参加方法👇いいねとRT@KakeruFxbtc と@BTC_RYOMA のフォロー…,8,,ET.1173📣全力🎉,6372,['1639267200-1639353600']
emmyemir1,emmyemir1,201,1004,Sun Dec 05 13:30:34 +0000 2021,18918,BTC,emmyemir1,emmyemir1,,Bolarinde Emmanuel Olaoluwa 🇺🇸,1638711034,2427604271,"RT @crypto_birb: Based on this onchain chart the $BTC market peak threshold (NUPL&gt;0.75-0.8) hasn't been reached this cycle yet. Hence, to m…",0,,Bolarinde Emmanuel Olaoluwa 🇺🇸,5702,['1638662400-1638748800']
fkan_fkp,fkan_fkp,1,236,Sun Dec 12 07:57:11 +0000 2021,735,BTC,Fkan_fkp,Fkan_fkp,,นิยายนับพัน ดวงดาวนับล้าน,1639295831,961074757637517313,RT @pwittaya: สำหรับคนที่ไม่เคยซื้อคริปโตเลย ถ้ามาเห็นราคาเหรียญ BTC (Bitcoin) เป็นล้านบาท จะซื้อยังไงมีเงินไม่ถึง-ถ้าเป็นหุ้นจะจำนวนเต็ม…,1,,นิยายนับพัน ดวงดาวนับล้าน,3123,['1639267200-1639353600']
galatasarayy06,galatasarayy06,1,132,Sun Nov 07 18:54:41 +0000 2021,3010,BTC,galatasarayy06,galatasarayy06,,Burakgala,1636311281,1288795272043204613,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,0,,Burakgala,30,['1636243200-1636329600']
gobitbey,gobitbey,1,90,Sun Dec 12 07:27:00 +0000 2021,25,BTC,GobitBey,GobitBey,"CPSR, RACA, MİNA",Goril Bey 🍁,1639294020,1452673181299445763,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Goril Bey 🍁,70,['1639267200-1639353600']
grok_king,grok_king,273,1218,Sun Nov 14 20:37:56 +0000 2021,29851,DOGE,grok_king,grok_king,,grok.king.eth🌹💀⏳,1636922276,856749966185857024,RT @realdaddydoge: Retweet if your holding a doge throughout the rest of 2021 &amp; beyond!🐕🔥 Awooo,3,,grok.king.eth🌹💀⏳,3831,['1636848000-1636934400']
hamza_merkiche,hamza_merkiche,93,643,Sun Nov 07 18:37:38 +0000 2021,7859,BTC,hamza_merkiche,hamza_merkiche,"EnterArmy, ENTERART, NFTART, EnterShillGang, NFTS, EnterNFT, CRYPTO, nftcollector, NFTs, Binance, DeFi, ETH",Hamza merk,1636310258,919618681964986372,RT @Nftartfinance1: $NFTART #EnterArmy #ENTERART #NFTART #EnterShillGang #NFTS #EnterNFT #CRYPTO #nftcollector #NFTs  #Binance #DeFi #ETH #…,2,,Hamza merk,752,['1636243200-1636329600']
ideaconnect2,ideaconnect2,3262,2492,Sun Nov 07 19:15:49 +0000 2021,24883,BTC,ideaconnect2,ideaconnect2,"btc, NFT, Bitcoin",IdeaConnect,1636312549,1097624498063327232,RT @Mx12Levins: Minting more on #btc „STAY HUNGRY AND HODLE SOME MORE!“ 🖼🖼🖼L- #NFT on #Bitcoin  via @Raretoshi @Liquid_BTC 🔜!!! #cry…,22,,IdeaConnect,42845,['1636243200-1636329600']
ikakiraz,ikakiraz,3,497,Sun Dec 26 10:38:52 +0000 2021,105,BTC,ikakiraz,ikakiraz,"BSC, Binance",ika,1640515132,1469361848311033859,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,ika,648,['1640476800-1640563200']
illu_te,illu_te,16,169,Sun Nov 28 21:09:08 +0000 2021,370,BTC,illu_te,illu_te,"Bitcoin, Mintlayer, DeFI, dApps",illu_te,1638133748,1397629100777422848,"RT @mintlayer: If #Bitcoin is the Sun, #Mintlayer is the Earth where people will build #DeFI #dApps and issue tokens while benefiting from…",0,,illu_te,255,['1638057600-1638144000']
invasionmsia,invasionmsia,3386,2642,Mon Dec 20 07:58:42 +0000 2021,757,BTC,InvasionMsia,InvasionMsia,,اوتلر2020X,1639987122,1966214868,@kzuhairi Hahahaha 😂 wey jgn beli dlu coin klu btc rugpull semua drop. Kne standby gak stable coin sikit🥵🥶,7,,اوتلر2020X,10921,['1639958400-1640044800']
jarek210187,jarek210187,14,223,Sun Oct 31 11:38:27 +0000 2021,546,BTC,Jarek210187,Jarek210187,"BTC, PawnMyNFT, BSCGems, BSC, bscgem",JarekT,1635680307,1034916626783784969,RT @PawnMyNFT: Roadmap will be regularly updated! Join our telegram! Our telegram link in bio!#BTC #PawnMyNFT #BSCGems #BSC #bscgem #Moo…,0,,JarekT,130,['1635638400-1635724800']
jonathanuosman,jonathanuosman,98,724,Sun Oct 31 11:55:11 +0000 2021,1479,BTC,jonathanuosman,jonathanuosman,,bitspartancoin,1635681311,800754889,"@OVR_ES @funontheride @OVRtheReality Con camisetas de BTC, y de motivos cripto variados he incluso con formato de c… https://t.co/Is5nV0Q03J",0,,bitspartancoin,610,['1635638400-1635724800']
kimmudahoon,kimmudahoon,34,185,Mon Dec 20 08:16:55 +0000 2021,427,BTC,kimmudahoon,kimmudahoon,Giveaway,jijaa,1639988215,1459183838513430532,RT @cryptoandee: 150$💸  #Giveaway💯💰Bedrock is releasing their Staking Platform in 24hours! Last Chance to buy ROCK under $1🌪•Follow @Be…,0,,jijaa,1042,['1639958400-1640044800']
lazoduke,lazoduke,316,764,Sun Nov 14 20:34:01 +0000 2021,2043,ETH,LazoDuke,LazoDuke,,Duke,1636922041,1423255561068589058,@mentalist420 @jdotcolombo 0.30 $ETH https://t.co/oURr9sdepp,5,,Duke,1676,['1636848000-1636934400']
luayylaghoir,luayylaghoir,38,1334,Sun Nov 07 19:34:43 +0000 2021,1551,ETH,luayylaghoir,luayylaghoir,"cryptocurrency, Airdrop, BSC, Bitcoin, ETH",achfas luayyi,1636313683,759720219774300161,@DrnkMetaverse Amazing project@Opianggraeni1 @FaizKrc @Lastoekahaiati1 #cryptocurrency #Airdrop #BSC #Bitcoin #ETH… https://t.co/jJykoMcTCU,1,,achfas luayyi,2638,['1636243200-1636329600']
mbmezike,mbmezike,272,233,Sun Nov 28 21:18:22 +0000 2021,19959,BTC,mbmezike,mbmezike,,Mezike,1638134302,3423463012,"RT @LuoshengPeng: This weekend $BTC has been stable at the $54K level, w/o the typical volatility as seen usually.It could be a great tim…",0,,Mezike,22578,['1638057600-1638144000']
mit2konstantine,mit2konstantine,778,1021,Sun Nov 28 21:30:36 +0000 2021,17786,BTC,Mit2Konstantine,Mit2Konstantine,,Kon,1638135036,915392841232171008,"RT @BlockwareTeam: There’s 2,114,307 $BTC still to be mined.Claim your coins. Make sure your ASICs ⛏ are hashing strong 💪🏻 .",7,,Kon,20840,['1638057600-1638144000']
mohammad78gh,mohammad78gh,508,663,Sun Dec 05 13:24:35 +0000 2021,2149,BTC,Mohammad78Gh,Mohammad78Gh,"Juventus, Juv",Mohammad Gharaibeh,1638710675,1391603475205795842,RT @Plan_A_NOT_B: #Juventus #Juv الف مبارك لمن استفاد منها اكثر من 66% بالتوفيق للجميع 🌹على سبيل المثال ممكن انا استفدت وبعت اني اشتري ع…,2,,Mohammad Gharaibeh,1481,['1638662400-1638748800']
sek8z1,orhan78909980,15,79,Sun Dec 12 08:22:51 +0000 2021,2940,BTC,orhan78909980,Sek8z1,,Sek8z ,1639297371,1353397887338737664,@Sek8z1 @stevedabitcoin O zaman sabret btc de 10 bin dolara düşer avax da ilk çıktığı fiyata  eth de aynı neden btc… https://t.co/wViMWUzKHG,1,1113454911226896384,orhan,349,['1639267200-1639353600']
petitgladiatus1,petitgladiatus1,11,67,Sun Dec 26 10:19:57 +0000 2021,239,BTC,Petitgladiatus1,Petitgladiatus1,,Petitgladiatus,1640513997,848161290740789256,"@kingfisher_btc Merci pour les liquidations , aurais tu celle de eth? Joyeux Noël à toi",0,,Petitgladiatus,69,['1640476800-1640563200']
poyo_maru0519,poyo_maru0519,107,303,Sun Dec 12 07:28:43 +0000 2021,166,BTC,poyo_maru0519,poyo_maru0519,,お得丸,1639294123,1450736293105733632,RT @FXbitcoinETH: 1日1回air drop企画！本日のレンディング利益1名仮想通貨プレゼント（48万円分）ＢＴＣ条件@FXbitcoinETHをフォロー私の通知ONツイートをいいねリプライでコメントお願いしますDMで当選報告※ウォレッ…,2,,お得丸,74,['1639267200-1639353600']
rabiu06925015,rabiu06925015,5,115,Sun Nov 28 21:40:34 +0000 2021,17,BTC,Rabiu06925015,Rabiu06925015,,CRYPTO,1638135634,1341882644112486403,"RT @ndike_o: Join Pi Network, Pi(π) is a new crypto designed by Stanford Professors to become a decentralized digital legal tender for on/o…",1,,CRYPTO,26,['1638057600-1638144000']
